id,kodeToko,createdAt,tokoId,items,tokoNama,catatan,total
"FwVhWiBBAomNB5HSdTpv","K2021","2025-11-11T11:00:41.328Z","9uWRqV8KbynkKmi3nulk","[{""total"":118500,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""isiPerBox"":30,""qtyBox"":1,""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500},{""hargaPerBox"":93500,""qtyBox"":1,""isiPerBox"":60,""nama"":""MIKI-MIKI"",""total"":93500,""productId"":""Uu5WSQZmqTLoXc9oxlUj""},{""isiPerBox"":40,""qtyBox"":1,""productId"":""PnPJnogSXAiytWfTxQWM"",""total"":94500,""nama"":""MOCHI MANGO"",""hargaPerBox"":94500},{""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""isiPerBox"":40,""qtyBox"":1,""nama"":""SWEET CORN"",""hargaPerBox"":96000,""total"":96000}]","WINARNO","Order dari kunjungan: ","402500"
"GC1KMrVkIsZdA8pFt3qb","K1945","2025-10-20T09:18:48.082Z","Yqbds11ik7n7cnIbAlyj","[{""qtyBox"":1,""total"":80000,""nama"":""CHOCO MALT"",""productId"":""NOHAYE89jzvVJFKZcLFB"",""hargaPerBox"":80000,""isiPerBox"":50},{""nama"":""FRUIZY BLUEBERRY YOGURT"",""productId"":""iegvzVPz0yZbNTHzwcj3"",""isiPerBox"":40,""total"":96000,""hargaPerBox"":96000,""qtyBox"":1},{""qtyBox"":1,""productId"":""Msk1v54GqR6gX6mqxqGS"",""isiPerBox"":50,""total"":77500,""nama"":""NANAS"",""hargaPerBox"":77500},{""nama"":""SUNDAE CHOCOLATE"",""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""hargaPerBox"":97000,""qtyBox"":1,""total"":97000,""isiPerBox"":24},{""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""qtyBox"":1,""total"":96000,""hargaPerBox"":96000,""isiPerBox"":40}]","SAMILATUN KHASANAH","Order dari kunjungan: ","446500"
"GF9ZjwCMVFNXtSy0grW3","K1759","2025-11-09T04:04:24.000Z","dFJRnjEcCGZjVJ3vtZTF","[{""productId"":""kaxtCMx6rMhQn9EbjJAw"",""nama"":""CRISPY BALLS ORIGINAL"",""hargaPerBox"":118500,""qtyBox"":1,""isiPerBox"":30,""total"":118500},{""qtyBox"":1,""productId"":""sKjCtHbEsvTpBhbQOyHB"",""isiPerBox"":40,""total"":124800,""hargaPerBox"":124800,""nama"":""FRUITY ROLL""},{""qtyBox"":1,""productId"":""N8oPUfk4JcfNuyfZeRcM"",""isiPerBox"":50,""total"":78000,""hargaPerBox"":78000,""nama"":""JERUK""},{""productId"":""xaB42zjrDkGuzdTP7tpO"",""nama"":""MANGO SLUSH"",""hargaPerBox"":90500,""total"":90500,""qtyBox"":1,""isiPerBox"":30},{""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""total"":93500,""hargaPerBox"":93500,""qtyBox"":1,""nama"":""MIKI-MIKI"",""isiPerBox"":60},{""qtyBox"":1,""isiPerBox"":50,""hargaPerBox"":77500,""nama"":""NANAS"",""productId"":""Msk1v54GqR6gX6mqxqGS"",""total"":77500},{""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000,""isiPerBox"":40,""total"":96000,""qtyBox"":1}]","SD IT AL HUSNA 2","","678800"
"GQwIgxexnFLfqPj7j5D8","K1409","2025-11-13T04:40:13.039Z","Hfn7DH6eAWCVrAkmczwl","[{""isiPerBox"":24,""productId"":""bIHGFn5MHtXpqVeM9enF"",""nama"":""CHOCOMELT CONE"",""qtyBox"":1,""total"":97500,""hargaPerBox"":97500},{""hargaPerBox"":77500,""isiPerBox"":50,""total"":77500,""productId"":""k7TnmqAqR1yAmsY042eK"",""nama"":""SEMANGKA"",""qtyBox"":1},{""productId"":""DoKWCzEByEeYXQFxFinE"",""hargaPerBox"":97500,""qtyBox"":1,""isiPerBox"":24,""total"":97500,""nama"":""STRAWBERRY CONE""},{""total"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""isiPerBox"":24,""qtyBox"":1,""hargaPerBox"":97000,""nama"":""SUNDAE CHOCOLATE""},{""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""total"":96000,""qtyBox"":1,""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40}]","TOKO BINTANI MART","Order dari kunjungan: ","465500"
"GXxUVYNLtOpuNXJBvCrM","K1725","2025-11-13T07:37:03.784Z","6pw30ZdwX1mjmVnAvMaL","[{""total"":117000,""nama"":""CHOCOLATE CRISPY"",""hargaPerBox"":117000,""isiPerBox"":30,""qtyBox"":1,""productId"":""ETb42XTcLpBbcC1aLhcb""},{""qtyBox"":1,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""isiPerBox"":30,""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""total"":118500},{""isiPerBox"":40,""qtyBox"":1,""hargaPerBox"":92500,""nama"":""MOCHI VANILLA"",""total"":92500,""productId"":""xJbJEd4mYcSMcB4V4492""},{""nama"":""SUNDAE STRAWBERRY"",""isiPerBox"":24,""total"":97000,""hargaPerBox"":97000,""qtyBox"":1,""productId"":""aok5I2XQHFg2m97mC387""},{""total"":96500,""isiPerBox"":40,""hargaPerBox"":96500,""qtyBox"":1,""nama"":""TARO CRISPY"",""productId"":""U3qfJlCyL3zOiNLFUFkb""}]","TOKO MBAK RINI","Order dari kunjungan: ","521500"
"GdcYGsQ8SgYISyV1Gkxq","K1919","2025-10-06T06:24:01.326Z","ofWTyzpsse8zoCymsmtO","[{""total"":160000,""productId"":""NOHAYE89jzvVJFKZcLFB"",""hargaPerBox"":80000,""isiPerBox"":50,""nama"":""CHOCO MALT"",""qtyBox"":2},{""hargaPerBox"":93500,""isiPerBox"":60,""qtyBox"":2,""total"":187000,""nama"":""MIKI-MIKI DOUBLE CHOCO"",""productId"":""R52hO3IOVzVI3PRqPmGP""},{""isiPerBox"":50,""nama"":""NANAS"",""qtyBox"":1,""productId"":""Msk1v54GqR6gX6mqxqGS"",""total"":77500,""hargaPerBox"":77500}]","AL HUSNA 5 PANCUR","Order dari kunjungan: ","424500"
"GdyKGc4qj9mjoAIQL4Yt","K1936","2025-11-14T09:51:35.000Z","ZwFykP7rgzkf1aJM6g3n","[{""productId"":""bIHGFn5MHtXpqVeM9enF"",""total"":97500,""hargaPerBox"":97500,""qtyBox"":1,""nama"":""CHOCOMELT CONE"",""isiPerBox"":24},{""hargaPerBox"":77500,""nama"":""SEMANGKA"",""isiPerBox"":50,""productId"":""k7TnmqAqR1yAmsY042eK"",""qtyBox"":1,""total"":77500},{""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000,""nama"":""SUNDAE CHOCOLATE"",""productId"":""QLk1TKlyQAC1EHOPZ7M6""},{""nama"":""SWEET CORN"",""hargaPerBox"":96000,""total"":96000,""isiPerBox"":40,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""qtyBox"":1},{""nama"":""TARO CRISPY"",""isiPerBox"":40,""total"":96500,""hargaPerBox"":96500,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""qtyBox"":1}]","TOKO HAPSARI","Order dari kunjungan:","464500"
"GkRkifnwFN3T11m3QZO8","K0424","2025-10-07T05:36:55.216Z","B8hPBUTijMD2pKkhKEoc","[{""productId"":""NOHAYE89jzvVJFKZcLFB"",""hargaPerBox"":80000,""qtyBox"":1,""total"":80000,""isiPerBox"":50,""nama"":""CHOCO MALT""},{""isiPerBox"":50,""nama"":""CHOCOLATE STICK"",""total"":97000,""productId"":""IDeDw8ay7rGfQANXeYLM"",""hargaPerBox"":97000,""qtyBox"":1},{""hargaPerBox"":94500,""nama"":""MOCHI MANGO"",""isiPerBox"":40,""productId"":""PnPJnogSXAiytWfTxQWM"",""total"":94500,""qtyBox"":1},{""isiPerBox"":40,""total"":92500,""hargaPerBox"":92500,""productId"":""xJbJEd4mYcSMcB4V4492"",""qtyBox"":1,""nama"":""MOCHI VANILLA""}]","WIWIK","Order dari kunjungan: ","364000"
"GmGecQ6Aw7QrjpVrg49H","K1928","2025-11-04T09:36:54.391Z","gTE9rpKizzrf2b3XMEkU","[{""isiPerBox"":50,""total"":160000,""hargaPerBox"":80000,""productId"":""NOHAYE89jzvVJFKZcLFB"",""qtyBox"":2,""nama"":""CHOCO MALT""},{""nama"":""CRISPY BALLS COOKIS"",""total"":237000,""isiPerBox"":40,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""hargaPerBox"":118500,""qtyBox"":2},{""hargaPerBox"":124800,""qtyBox"":1,""isiPerBox"":40,""productId"":""sKjCtHbEsvTpBhbQOyHB"",""total"":124800,""nama"":""FRUITY ROLL""},{""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""isiPerBox"":40,""total"":96000,""qtyBox"":1,""hargaPerBox"":96000},{""productId"":""U3qfJlCyL3zOiNLFUFkb"",""hargaPerBox"":96500,""nama"":""TARO CRISPY"",""isiPerBox"":40,""total"":96500,""qtyBox"":1}]","MI ASSALAM SINGOROJO","","714300"
"GrYZ2q3PvIfmJ0qfnHvp","K1528","2025-10-22T07:36:34.228Z","uyiOKpYICdUeSfb42aOn","[{""hargaPerBox"":80000,""qtyBox"":1,""productId"":""NOHAYE89jzvVJFKZcLFB"",""isiPerBox"":50,""total"":80000,""nama"":""CHOCO MALT""},{""isiPerBox"":40,""total"":118500,""nama"":""CRISPY BALLS COOKIS"",""productId"":""L0uQuYqgS8Q4smIuyRs4"",""hargaPerBox"":118500,""qtyBox"":1},{""qtyBox"":1,""isiPerBox"":40,""productId"":""EF26XY2EwO1i35LRXuBv"",""hargaPerBox"":92500,""total"":92500,""nama"":""MOCHI PEACH""},{""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""total"":97000,""hargaPerBox"":97000,""qtyBox"":1,""isiPerBox"":24,""nama"":""SUNDAE CHOCOLATE""},{""total"":97000,""qtyBox"":1,""hargaPerBox"":97000,""isiPerBox"":24,""nama"":""SUNDAE STRAWBERRY"",""productId"":""aok5I2XQHFg2m97mC387""}]","TOKO SOCHIBATUL MUNAWAROH","Order dari kunjungan: ","485000"
"GvCT51zSNNacK20vPlLU","K0392","2025-11-02T07:22:53.541Z","z3pT9BDTtISnQFgCmOtx","[{""hargaPerBox"":97000,""isiPerBox"":50,""nama"":""CHOCOLATE STICK (BINGO)"",""total"":97000,""qtyBox"":1,""productId"":""IDeDw8ay7rGfQANXeYLM""},{""productId"":""BaaVl0Oq2oHnOUy1Cfuw"",""nama"":""COFFE CRISPY"",""total"":110000,""qtyBox"":1,""isiPerBox"":40,""hargaPerBox"":110000},{""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":10,""total"":1185000,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""nama"":""CRISPY BALLS COOKIS""},{""nama"":""MOCHI VANILLA"",""hargaPerBox"":92500,""productId"":""xJbJEd4mYcSMcB4V4492"",""qtyBox"":1,""isiPerBox"":40,""total"":92500},{""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""isiPerBox"":40,""nama"":""SWEET CORN"",""total"":96000,""qtyBox"":1,""hargaPerBox"":96000}]","ELLA 3 SMK PUTRI BALEKAMBANG","","1580500"
"H9f52TmBjRFSOaABD4Ra","K1614","2025-10-28T07:04:25.000Z","UakrWJWMX4JcwWKopZSl","[{""hargaPerBox"":80000,""nama"":""CHOCO MALT"",""productId"":""NOHAYE89jzvVJFKZcLFB"",""qtyBox"":1,""isiPerBox"":50,""total"":80000},{""hargaPerBox"":97500,""productId"":""bIHGFn5MHtXpqVeM9enF"",""total"":97500,""isiPerBox"":24,""qtyBox"":1,""nama"":""CHOCOMELT CONE""},{""isiPerBox"":40,""qtyBox"":1,""hargaPerBox"":118500,""nama"":""CRISPY BALLS COOKIS"",""total"":118500,""productId"":""L0uQuYqgS8Q4smIuyRs4""},{""productId"":""PnPJnogSXAiytWfTxQWM"",""nama"":""MOCHI MANGO"",""total"":94500,""qtyBox"":1,""isiPerBox"":40,""hargaPerBox"":94500},{""nama"":""MOCHI VANILLA"",""productId"":""xJbJEd4mYcSMcB4V4492"",""hargaPerBox"":92500,""total"":92500,""qtyBox"":1,""isiPerBox"":40},{""hargaPerBox"":77500,""isiPerBox"":50,""nama"":""NANAS"",""total"":77500,""qtyBox"":1,""productId"":""Msk1v54GqR6gX6mqxqGS""},{""nama"":""SUNDAE CHOCOLATE"",""total"":97000,""hargaPerBox"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""qtyBox"":1,""isiPerBox"":24},{""qtyBox"":1,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""nama"":""SWEET CORN"",""isiPerBox"":40,""total"":96000,""hargaPerBox"":96000},{""qtyBox"":1,""total"":96500,""hargaPerBox"":96500,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""isiPerBox"":40,""nama"":""TARO CRISPY""},{""isiPerBox"":48,""nama"":""VANILLA BERRY CONE"",""qtyBox"":1,""total"":115200,""productId"":""Hzn6DvSXYxLmhtuekqkk"",""hargaPerBox"":115200}]","M. FAIZUN","","965200"
"HE9RDfDBKeijsE0eJ4Za","K2066","2025-10-20T01:43:58.233Z","WbtoNXx8lwUgS8s1ojLR","[{""total"":93500,""qtyBox"":1,""nama"":""MIKI-MIKI DOUBLE CHOCO"",""isiPerBox"":60,""hargaPerBox"":93500,""productId"":""R52hO3IOVzVI3PRqPmGP""},{""productId"":""IObGPAtQC6EtHr2XcpUY"",""isiPerBox"":40,""qtyBox"":1,""total"":93500,""hargaPerBox"":93500,""nama"":""MOCHI CHOCOLATE""},{""isiPerBox"":40,""productId"":""4ZGi81slpOycqNbJ8lvW"",""total"":110000,""nama"":""STRAWBERRY CRISPY"",""hargaPerBox"":110000,""qtyBox"":1}]","BU ISTIANAH ( MTS URWATIL WATSQO )","","297000"
"I2Ymkr9EefqTAYTFQ5sb","K1286","2025-11-11T01:34:08.522Z","MBtynOjLtaD7KngRrvOo","[{""isiPerBox"":40,""total"":237000,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""qtyBox"":2},{""nama"":""MANGO SLUSH"",""total"":90500,""qtyBox"":1,""hargaPerBox"":90500,""productId"":""xaB42zjrDkGuzdTP7tpO"",""isiPerBox"":30},{""total"":77500,""isiPerBox"":50,""productId"":""k7TnmqAqR1yAmsY042eK"",""hargaPerBox"":77500,""qtyBox"":1,""nama"":""SEMANGKA""},{""total"":96000,""hargaPerBox"":96000,""nama"":""SWEET CORN"",""isiPerBox"":40,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""qtyBox"":1}]","RIYADLUL QUR'AN","Order dari kunjungan: ","501000"
"Iji2OM6ON0IoqDvztAlK","K1409","2025-10-25T04:27:53.273Z","Hfn7DH6eAWCVrAkmczwl","[{""total"":97500,""isiPerBox"":24,""qtyBox"":1,""productId"":""bIHGFn5MHtXpqVeM9enF"",""nama"":""CHOCOMELT CONE"",""hargaPerBox"":97500},{""qtyBox"":1,""total"":118500,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""nama"":""CRISPY BALLS COOKIS"",""isiPerBox"":40,""hargaPerBox"":118500},{""qtyBox"":1,""total"":93500,""isiPerBox"":60,""productId"":""R52hO3IOVzVI3PRqPmGP"",""hargaPerBox"":93500,""nama"":""MIKI-MIKI DOUBLE CHOCO""},{""hargaPerBox"":97000,""isiPerBox"":24,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""nama"":""SUNDAE CHOCOLATE"",""qtyBox"":1,""total"":97000},{""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""isiPerBox"":40,""hargaPerBox"":96000,""nama"":""SWEET CORN"",""total"":96000,""qtyBox"":1}]","TOKO BINTANI MART","","502500"
"IsfOlLaYYnFO3ifHhIcF","K0504","2025-10-17T06:52:25.000Z","97dQ3fc5oJLPHPNSZvPe","[{""nama"":""2 COLOR"",""total"":92000,""hargaPerBox"":92000,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""isiPerBox"":40,""qtyBox"":1},{""productId"":""IDeDw8ay7rGfQANXeYLM"",""hargaPerBox"":97000,""isiPerBox"":50,""qtyBox"":1,""nama"":""CHOCOLATE STICK"",""total"":97000},{""hargaPerBox"":118500,""total"":118500,""qtyBox"":1,""isiPerBox"":40,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""nama"":""CRISPY BALLS COOKIS""},{""hargaPerBox"":124800,""isiPerBox"":40,""total"":124800,""productId"":""sKjCtHbEsvTpBhbQOyHB"",""qtyBox"":1,""nama"":""FRUITY ROLL""},{""isiPerBox"":30,""hargaPerBox"":90500,""nama"":""MANGO SLUSH"",""total"":90500,""productId"":""xaB42zjrDkGuzdTP7tpO"",""qtyBox"":1},{""qtyBox"":1,""isiPerBox"":60,""hargaPerBox"":93500,""total"":93500,""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""nama"":""MIKI-MIKI""},{""qtyBox"":1,""nama"":""MILK MELON"",""total"":95000,""productId"":""y44wV7EqlAwgQKUJj38O"",""hargaPerBox"":95000,""isiPerBox"":40},{""qtyBox"":1,""isiPerBox"":24,""total"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""hargaPerBox"":97000,""nama"":""SUNDAE CHOCOLATE""},{""total"":96500,""qtyBox"":1,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""isiPerBox"":40,""nama"":""TARO CRISPY"",""hargaPerBox"":96500}]","SUMUK CELL","","904800"
"Ixg8OI32AL0BppWlxtKd","K1607","2025-10-21T02:47:27.922Z","xLheMxVZ8I1BWrwmFw48","[{""nama"":""CRISPY BALLS COOKIS"",""isiPerBox"":40,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""total"":118500,""qtyBox"":1,""hargaPerBox"":118500},{""isiPerBox"":30,""productId"":""xaB42zjrDkGuzdTP7tpO"",""nama"":""MANGO SLUSH"",""total"":90500,""hargaPerBox"":90500,""qtyBox"":1},{""productId"":""k7TnmqAqR1yAmsY042eK"",""isiPerBox"":50,""qtyBox"":1,""total"":77500,""hargaPerBox"":77500,""nama"":""SEMANGKA""},{""total"":97000,""qtyBox"":1,""nama"":""SUNDAE CHOCOLATE"",""isiPerBox"":24,""hargaPerBox"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6""},{""qtyBox"":1,""hargaPerBox"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""nama"":""SWEET CORN"",""total"":96000,""isiPerBox"":40}]","TOKO HALIMAH","Order dari kunjungan: ","479500"
"J4N6TzwazwIbzY3Gxtkd","K1149","2025-10-06T09:03:24.118Z","ahRcxXhTEcb9lxNWNaut","[{""hargaPerBox"":92000,""total"":92000,""qtyBox"":1,""nama"":""2 COLOR"",""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""isiPerBox"":40},{""isiPerBox"":40,""hargaPerBox"":124800,""qtyBox"":1,""total"":124800,""productId"":""sKjCtHbEsvTpBhbQOyHB"",""nama"":""FRUITY ROLL""},{""total"":97000,""nama"":""SUNDAE CHOCOLATE"",""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1},{""qtyBox"":1,""isiPerBox"":40,""total"":96000,""hargaPerBox"":96000,""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw""},{""total"":96500,""isiPerBox"":40,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""hargaPerBox"":96500,""nama"":""TARO CRISPY"",""qtyBox"":1}]","TIGA SAUDARA 2","","506300"
"JEljklTvGCOhDq60kopC","K1543","2025-10-29T09:33:29.261Z","ZPG57TQu3HgMHFcjJS94","[{""productId"":""NOHAYE89jzvVJFKZcLFB"",""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""total"":80000,""isiPerBox"":50,""qtyBox"":1},{""hargaPerBox"":117000,""total"":117000,""qtyBox"":1,""nama"":""CHOCOLATE CRISPY"",""isiPerBox"":30,""productId"":""ETb42XTcLpBbcC1aLhcb""},{""qtyBox"":1,""isiPerBox"":50,""total"":97000,""productId"":""IDeDw8ay7rGfQANXeYLM"",""hargaPerBox"":97000,""nama"":""CHOCOLATE STICK (BINGO)""},{""total"":97500,""hargaPerBox"":97500,""productId"":""bIHGFn5MHtXpqVeM9enF"",""isiPerBox"":24,""nama"":""CHOCOMELT CONE"",""qtyBox"":1},{""hargaPerBox"":90500,""total"":90500,""isiPerBox"":30,""productId"":""xaB42zjrDkGuzdTP7tpO"",""qtyBox"":1,""nama"":""MANGO SLUSH""},{""isiPerBox"":40,""nama"":""MOCHI MANGO"",""qtyBox"":1,""productId"":""PnPJnogSXAiytWfTxQWM"",""hargaPerBox"":94500,""total"":94500},{""hargaPerBox"":92500,""nama"":""MOCHI VANILLA"",""total"":92500,""isiPerBox"":40,""qtyBox"":1,""productId"":""xJbJEd4mYcSMcB4V4492""},{""total"":77500,""isiPerBox"":50,""productId"":""Msk1v54GqR6gX6mqxqGS"",""nama"":""NANAS"",""hargaPerBox"":77500,""qtyBox"":1},{""hargaPerBox"":97000,""nama"":""SUNDAE CHOCOLATE"",""qtyBox"":1,""isiPerBox"":24,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""total"":97000},{""qtyBox"":1,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""total"":96000,""hargaPerBox"":96000,""nama"":""SWEET CORN"",""isiPerBox"":40}]","NIKMAT SEMBAKO","","939500"
"JFcScaRreuKHZSu4Hmxc","K1725","2025-10-08T07:43:49.928Z","6pw30ZdwX1mjmVnAvMaL","[{""total"":97500,""isiPerBox"":24,""qtyBox"":1,""hargaPerBox"":97500,""nama"":""CHOCOMELT CONE"",""productId"":""bIHGFn5MHtXpqVeM9enF""},{""total"":118500,""isiPerBox"":40,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""hargaPerBox"":118500,""nama"":""CRISPY BALLS COOKIS"",""qtyBox"":1},{""hargaPerBox"":78000,""nama"":""JERUK"",""isiPerBox"":50,""qtyBox"":1,""total"":78000,""productId"":""N8oPUfk4JcfNuyfZeRcM""},{""total"":93500,""qtyBox"":1,""isiPerBox"":60,""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""hargaPerBox"":93500,""nama"":""MIKI-MIKI""},{""total"":77500,""nama"":""NANAS"",""productId"":""Msk1v54GqR6gX6mqxqGS"",""hargaPerBox"":77500,""qtyBox"":1,""isiPerBox"":50}]","TOKO MBAK RINI","","465000"
"JLxWQl7pOnTFCdKhOJYn","K1613","2025-10-20T07:23:12.590Z","YPpBOMPT2aukjCk1wvxw","[{""isiPerBox"":40,""qtyBox"":1,""nama"":""2 COLOR"",""hargaPerBox"":92000,""total"":92000,""productId"":""jJ0aqMzW8XNZeKsXBWuQ""},{""nama"":""CHOCOMELT CONE"",""hargaPerBox"":97500,""total"":97500,""qtyBox"":1,""isiPerBox"":24,""productId"":""bIHGFn5MHtXpqVeM9enF""},{""qtyBox"":1,""nama"":""CRISPY BALLS COOKIS"",""productId"":""L0uQuYqgS8Q4smIuyRs4"",""hargaPerBox"":118500,""total"":118500,""isiPerBox"":40},{""nama"":""CRISPY BALLS ORIGINAL"",""qtyBox"":1,""hargaPerBox"":118500,""isiPerBox"":30,""total"":118500,""productId"":""kaxtCMx6rMhQn9EbjJAw""},{""qtyBox"":1,""isiPerBox"":50,""productId"":""N8oPUfk4JcfNuyfZeRcM"",""nama"":""JERUK"",""hargaPerBox"":78000,""total"":78000},{""productId"":""R52hO3IOVzVI3PRqPmGP"",""nama"":""MIKI-MIKI DOUBLE CHOCO"",""isiPerBox"":60,""hargaPerBox"":93500,""total"":93500,""qtyBox"":1},{""total"":77500,""nama"":""SEMANGKA"",""isiPerBox"":50,""productId"":""k7TnmqAqR1yAmsY042eK"",""qtyBox"":1,""hargaPerBox"":77500},{""hargaPerBox"":97000,""isiPerBox"":24,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""total"":194000,""qtyBox"":2,""nama"":""SUNDAE CHOCOLATE""}]","ABIYAN CAKE","","869500"
"JNR1VI8prkAFd4RcplBM","K0504","2025-11-01T05:39:17.000Z","97dQ3fc5oJLPHPNSZvPe","[{""total"":80000,""qtyBox"":1,""productId"":""NOHAYE89jzvVJFKZcLFB"",""hargaPerBox"":80000,""nama"":""CHOCO MALT"",""isiPerBox"":50},{""total"":117000,""hargaPerBox"":117000,""nama"":""CHOCOLATE CRISPY"",""productId"":""ETb42XTcLpBbcC1aLhcb"",""isiPerBox"":30,""qtyBox"":1},{""hargaPerBox"":110000,""total"":110000,""productId"":""BaaVl0Oq2oHnOUy1Cfuw"",""qtyBox"":1,""isiPerBox"":40,""nama"":""COFFE CRISPY""},{""total"":118500,""isiPerBox"":30,""qtyBox"":1,""nama"":""CRISPY BALLS ORIGINAL"",""productId"":""kaxtCMx6rMhQn9EbjJAw"",""hargaPerBox"":118500},{""isiPerBox"":50,""qtyBox"":1,""total"":80000,""hargaPerBox"":80000,""nama"":""FRUIZY GRAPE"",""productId"":""KtjGECYEwOyqkWM0Iu4E""},{""productId"":""EF26XY2EwO1i35LRXuBv"",""nama"":""MOCHI PEACH"",""isiPerBox"":40,""total"":92500,""qtyBox"":1,""hargaPerBox"":92500},{""qtyBox"":1,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""nama"":""SWEET CORN"",""isiPerBox"":40,""total"":96000,""hargaPerBox"":96000},{""hargaPerBox"":115200,""qtyBox"":1,""nama"":""VANILLA BERRY CONE"",""productId"":""Hzn6DvSXYxLmhtuekqkk"",""total"":115200,""isiPerBox"":48}]","SUMUK CELL","Order dari kunjungan: ","809200"
"JorfQbm7FNUFeL6d98cb","K1533","2025-11-11T07:34:14.681Z","615zUNcqDmWisXG92rkP","[{""hargaPerBox"":80000,""nama"":""CHOCO MALT"",""qtyBox"":1,""productId"":""NOHAYE89jzvVJFKZcLFB"",""total"":80000,""isiPerBox"":50},{""isiPerBox"":30,""total"":118500,""hargaPerBox"":118500,""nama"":""CRISPY BALLS COOKIS"",""productId"":""L0uQuYqgS8Q4smIuyRs4"",""qtyBox"":1},{""nama"":""MANGO SLUSH"",""isiPerBox"":30,""qtyBox"":1,""hargaPerBox"":90500,""total"":90500,""productId"":""xaB42zjrDkGuzdTP7tpO""},{""nama"":""STRAWBERRY CRISPY"",""total"":110000,""isiPerBox"":40,""hargaPerBox"":110000,""qtyBox"":1,""productId"":""4ZGi81slpOycqNbJ8lvW""},{""isiPerBox"":40,""nama"":""SWEET CORN"",""hargaPerBox"":96000,""total"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""qtyBox"":1},{""isiPerBox"":40,""qtyBox"":1,""hargaPerBox"":96500,""total"":96500,""nama"":""TARO CRISPY"",""productId"":""U3qfJlCyL3zOiNLFUFkb""}]","TOKO M ANIQ ALFARUQI","","591500"
