id,kodeToko,createdAt,tokoId,items,tokoNama,catatan,total
"YheQKooDNs5DEGkfc8Kb","K1018","2025-11-07T06:00:52.000Z","QHP3VKx7Xl66YirpJdsY","[{""isiPerBox"":24,""nama"":""CHOCOMELT CONE"",""total"":97500,""productId"":""bIHGFn5MHtXpqVeM9enF"",""hargaPerBox"":97500,""qtyBox"":1},{""productId"":""BaaVl0Oq2oHnOUy1Cfuw"",""hargaPerBox"":110000,""qtyBox"":1,""isiPerBox"":40,""nama"":""COFFE CRISPY"",""total"":110000},{""productId"":""L0uQuYqgS8Q4smIuyRs4"",""hargaPerBox"":118500,""total"":118500,""nama"":""CRISPY BALLS COOKIS"",""isiPerBox"":40,""qtyBox"":1},{""qtyBox"":1,""total"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""nama"":""SUNDAE CHOCOLATE"",""isiPerBox"":24,""hargaPerBox"":97000},{""nama"":""TARO CRISPY"",""total"":96500,""qtyBox"":1,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""hargaPerBox"":96500,""isiPerBox"":40}]","YANI 2","Order dari kunjungan:","519500"
"Yqozu9DnmrHXqja5kVV7","K1658","2025-11-15T01:20:08.153Z","aKeHRY72jQ8R7GmJIMNH","[{""qtyBox"":1,""hargaPerBox"":80000,""productId"":""NOHAYE89jzvVJFKZcLFB"",""total"":80000,""isiPerBox"":50,""nama"":""CHOCO MALT""},{""qtyBox"":1,""hargaPerBox"":118500,""total"":118500,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""nama"":""CRISPY BALLS COOKIS"",""isiPerBox"":30},{""qtyBox"":1,""total"":78000,""productId"":""N8oPUfk4JcfNuyfZeRcM"",""isiPerBox"":50,""nama"":""JERUK"",""hargaPerBox"":78000},{""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""nama"":""SWEET CORN"",""qtyBox"":1,""total"":96000,""hargaPerBox"":96000,""isiPerBox"":40},{""hargaPerBox"":96500,""nama"":""TARO CRISPY"",""qtyBox"":1,""total"":96500,""isiPerBox"":40,""productId"":""U3qfJlCyL3zOiNLFUFkb""}]","SD IT AL ANWAR","","469000"
"YsZX3MJ6N2H870qpphKn","K1018","2025-10-02T04:35:31.964Z","QHP3VKx7Xl66YirpJdsY","[{""hargaPerBox"":117000,""nama"":""CHOCOLATE CRISPY"",""isiPerBox"":30,""productId"":""ETb42XTcLpBbcC1aLhcb"",""total"":117000,""qtyBox"":1},{""total"":118500,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""nama"":""CRISPY BALLS COOKIS"",""isiPerBox"":40,""qtyBox"":1,""hargaPerBox"":118500},{""hargaPerBox"":97000,""qtyBox"":1,""productId"":""sKjCtHbEsvTpBhbQOyHB"",""total"":97000,""nama"":""FRUITY ROLL"",""isiPerBox"":40},{""isiPerBox"":40,""nama"":""FRUIZY BLUEBERRY YOGURT"",""hargaPerBox"":96000,""total"":96000,""productId"":""iegvzVPz0yZbNTHzwcj3"",""qtyBox"":1},{""total"":77500,""hargaPerBox"":77500,""productId"":""Msk1v54GqR6gX6mqxqGS"",""qtyBox"":1,""isiPerBox"":50,""nama"":""NANAS""}]","YANI 2","","506000"
"Z56gAeSULq06I6SBtqyp","K1409","2025-10-01T04:36:36.888Z","Hfn7DH6eAWCVrAkmczwl","[{""hargaPerBox"":117000,""nama"":""CHOCOLATE CRISPY"",""isiPerBox"":30,""qtyBox"":1,""productId"":""ETb42XTcLpBbcC1aLhcb"",""total"":117000},{""qtyBox"":1,""isiPerBox"":24,""nama"":""CHOCOMELT CONE"",""hargaPerBox"":97500,""productId"":""bIHGFn5MHtXpqVeM9enF"",""total"":97500},{""hargaPerBox"":96000,""isiPerBox"":40,""total"":96000,""qtyBox"":1,""nama"":""FRUIZY BLUEBERRY YOGURT"",""productId"":""iegvzVPz0yZbNTHzwcj3""},{""total"":92500,""qtyBox"":1,""nama"":""MOCHI VANILLA"",""productId"":""xJbJEd4mYcSMcB4V4492"",""hargaPerBox"":92500,""isiPerBox"":40},{""total"":97500,""productId"":""DoKWCzEByEeYXQFxFinE"",""nama"":""STRAWBERRY CONE"",""isiPerBox"":24,""hargaPerBox"":97500,""qtyBox"":1},{""qtyBox"":1,""nama"":""SUNDAE CHOCOLATE"",""total"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""hargaPerBox"":97000,""isiPerBox"":24},{""qtyBox"":1,""hargaPerBox"":96000,""total"":96000,""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""isiPerBox"":40}]","TOKO BINTANI MART","","693500"
"ZFIGP8Opc4q3hgGpE6gU","K1315","2025-10-01T09:03:55.359Z","t2gz4up7sN675kePt6Oc","[{""hargaPerBox"":80000,""isiPerBox"":50,""qtyBox"":1,""productId"":""NOHAYE89jzvVJFKZcLFB"",""total"":80000,""nama"":""CHOCO MALT""},{""isiPerBox"":30,""productId"":""ETb42XTcLpBbcC1aLhcb"",""hargaPerBox"":117000,""qtyBox"":1,""nama"":""CHOCOLATE CRISPY"",""total"":117000},{""qtyBox"":1,""isiPerBox"":24,""nama"":""CHOCOMELT CONE"",""productId"":""bIHGFn5MHtXpqVeM9enF"",""hargaPerBox"":97500,""total"":97500},{""total"":93500,""hargaPerBox"":93500,""isiPerBox"":60,""qtyBox"":1,""nama"":""MIKI-MIKI"",""productId"":""Uu5WSQZmqTLoXc9oxlUj""}]","ABDUL MUJIB","","388000"
"ZIM21gTZmtn0w7el6Xxc","K0352","2025-10-20T08:22:52.500Z","P3S3LmNnq4sCQ7YUieWO","[{""isiPerBox"":40,""hargaPerBox"":92000,""nama"":""2 COLOR"",""qtyBox"":1,""total"":92000,""productId"":""jJ0aqMzW8XNZeKsXBWuQ""},{""nama"":""CHOCOMELT CONE"",""total"":97500,""qtyBox"":1,""hargaPerBox"":97500,""productId"":""bIHGFn5MHtXpqVeM9enF"",""isiPerBox"":24},{""hargaPerBox"":110000,""nama"":""COFFE CRISPY"",""qtyBox"":1,""isiPerBox"":40,""total"":110000,""productId"":""BaaVl0Oq2oHnOUy1Cfuw""},{""qtyBox"":1,""nama"":""CRISPY BALLS ORIGINAL"",""isiPerBox"":30,""total"":118500,""productId"":""kaxtCMx6rMhQn9EbjJAw"",""hargaPerBox"":118500},{""hargaPerBox"":124800,""total"":124800,""productId"":""sKjCtHbEsvTpBhbQOyHB"",""nama"":""FRUITY ROLL"",""qtyBox"":1,""isiPerBox"":40},{""qtyBox"":1,""isiPerBox"":50,""productId"":""KtjGECYEwOyqkWM0Iu4E"",""total"":80000,""nama"":""FRUIZY GRAPE"",""hargaPerBox"":80000},{""nama"":""MIKI-MIKI DOUBLE CHOCO"",""qtyBox"":1,""total"":93500,""productId"":""R52hO3IOVzVI3PRqPmGP"",""isiPerBox"":60,""hargaPerBox"":93500},{""total"":95000,""nama"":""MILK MELON"",""productId"":""y44wV7EqlAwgQKUJj38O"",""qtyBox"":1,""hargaPerBox"":95000,""isiPerBox"":40},{""qtyBox"":1,""hargaPerBox"":110000,""productId"":""4ZGi81slpOycqNbJ8lvW"",""nama"":""STRAWBERRY CRISPY"",""isiPerBox"":40,""total"":110000},{""qtyBox"":1,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""isiPerBox"":24,""nama"":""SUNDAE CHOCOLATE"",""total"":97000,""hargaPerBox"":97000},{""total"":97000,""nama"":""SUNDAE STRAWBERRY"",""qtyBox"":1,""isiPerBox"":24,""productId"":""aok5I2XQHFg2m97mC387"",""hargaPerBox"":97000},{""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""total"":192000,""qtyBox"":2,""isiPerBox"":40,""hargaPerBox"":96000}]","APOTEK PANCUR","Order dari kunjungan:","1307300"
"ZaiAtI5upcgmCP50pMyY","K1969","2025-11-11T09:26:34.402Z","IQtU1AxfLTPqglkim04O","[{""productId"":""NOHAYE89jzvVJFKZcLFB"",""hargaPerBox"":80000,""qtyBox"":1,""total"":80000,""nama"":""CHOCO MALT"",""isiPerBox"":50},{""isiPerBox"":24,""hargaPerBox"":97500,""total"":97500,""nama"":""CHOCOMELT CONE"",""qtyBox"":1,""productId"":""bIHGFn5MHtXpqVeM9enF""},{""qtyBox"":1,""hargaPerBox"":124800,""productId"":""sKjCtHbEsvTpBhbQOyHB"",""nama"":""FRUITY ROLL"",""total"":124800,""isiPerBox"":40},{""qtyBox"":1,""isiPerBox"":60,""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""nama"":""MIKI-MIKI"",""hargaPerBox"":93500,""total"":93500},{""hargaPerBox"":93500,""qtyBox"":1,""productId"":""R52hO3IOVzVI3PRqPmGP"",""nama"":""MIKI-MIKI DOUBLE CHOCO"",""isiPerBox"":60,""total"":93500},{""productId"":""k7TnmqAqR1yAmsY042eK"",""nama"":""SEMANGKA"",""isiPerBox"":50,""qtyBox"":1,""total"":77500,""hargaPerBox"":77500},{""total"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""isiPerBox"":40,""hargaPerBox"":96000,""nama"":""SWEET CORN"",""qtyBox"":1}]","TOKO ANUGERAH","","662800"
"ZqZ0zSr1sUtqnDJLS73g","K1118","2025-11-12T04:10:23.000Z","1pS2Vw8a9fu0UurNB4v7","[{""isiPerBox"":30,""qtyBox"":1,""nama"":""CRISPY BALLS COOKIS"",""total"":118500,""hargaPerBox"":118500,""productId"":""L0uQuYqgS8Q4smIuyRs4""},{""total"":90500,""hargaPerBox"":90500,""isiPerBox"":30,""qtyBox"":1,""nama"":""MANGO SLUSH"",""productId"":""xaB42zjrDkGuzdTP7tpO""},{""hargaPerBox"":94500,""qtyBox"":1,""productId"":""PnPJnogSXAiytWfTxQWM"",""total"":94500,""nama"":""MOCHI MANGO"",""isiPerBox"":40},{""qtyBox"":1,""total"":92500,""isiPerBox"":40,""hargaPerBox"":92500,""nama"":""MOCHI VANILLA"",""productId"":""xJbJEd4mYcSMcB4V4492""},{""qtyBox"":1,""isiPerBox"":24,""nama"":""SUNDAE CHOCOLATE"",""total"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""hargaPerBox"":97000},{""total"":97000,""productId"":""aok5I2XQHFg2m97mC387"",""qtyBox"":1,""hargaPerBox"":97000,""isiPerBox"":24,""nama"":""SUNDAE STRAWBERRY""}]","ILMA JAYA","Order dari kunjungan:","590000"
"ZwSLb9qtuLLCOgxcRVrl","K2015","2025-11-01T03:52:03.000Z","Djb9VhTmktwIGcPkALLf","[{""qtyBox"":1,""nama"":""CHOCO MALT"",""productId"":""NOHAYE89jzvVJFKZcLFB"",""hargaPerBox"":80000,""total"":80000,""isiPerBox"":50},{""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""hargaPerBox"":93500,""qtyBox"":1,""total"":93500,""isiPerBox"":60,""nama"":""MIKI-MIKI""},{""productId"":""czThQD5TNzChwlsAr7ds"",""qtyBox"":1,""isiPerBox"":40,""hargaPerBox"":92500,""total"":92500,""nama"":""MOCHI BANANA""},{""total"":94500,""nama"":""MOCHI MANGO"",""productId"":""PnPJnogSXAiytWfTxQWM"",""hargaPerBox"":94500,""isiPerBox"":40,""qtyBox"":1},{""total"":115200,""hargaPerBox"":115200,""nama"":""VANILLA BERRY CONE"",""isiPerBox"":48,""qtyBox"":1,""productId"":""Hzn6DvSXYxLmhtuekqkk""}]","SDN 1 BAKALAN ( TOKO SEMBAKO AHLIS )","Order dari kunjungan: ","475700"
"ZxmVGTETca2Di3foSxVw","K1480","2025-10-23T04:18:47.109Z","36KgS7wC1Qnude8tPEJW","[{""productId"":""iegvzVPz0yZbNTHzwcj3"",""nama"":""FRUIZY BLUEBERRY YOGURT"",""hargaPerBox"":96000,""total"":96000,""qtyBox"":1,""isiPerBox"":40},{""qtyBox"":1,""productId"":""R52hO3IOVzVI3PRqPmGP"",""total"":93500,""hargaPerBox"":93500,""isiPerBox"":60,""nama"":""MIKI-MIKI DOUBLE CHOCO""},{""hargaPerBox"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""isiPerBox"":24,""qtyBox"":1,""nama"":""SUNDAE CHOCOLATE"",""total"":97000},{""qtyBox"":1,""isiPerBox"":24,""nama"":""SUNDAE STRAWBERRY"",""total"":97000,""hargaPerBox"":97000,""productId"":""aok5I2XQHFg2m97mC387""},{""hargaPerBox"":96500,""qtyBox"":1,""nama"":""TARO CRISPY"",""isiPerBox"":40,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""total"":96500}]","PUTRA / ADE ZONE","Order dari kunjungan: ","480000"
"ZyFT0kuNuCk8gPy2Djo4","K2021","2025-10-03T04:41:11.719Z","9uWRqV8KbynkKmi3nulk","[{""total"":97500,""productId"":""bIHGFn5MHtXpqVeM9enF"",""isiPerBox"":24,""hargaPerBox"":97500,""nama"":""CHOCOMELT CONE"",""qtyBox"":1},{""qtyBox"":1,""productId"":""aok5I2XQHFg2m97mC387"",""total"":97000,""hargaPerBox"":97000,""isiPerBox"":24,""nama"":""SUNDAE STRAWBERRY""},{""total"":96000,""hargaPerBox"":96000,""qtyBox"":1,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""isiPerBox"":40,""nama"":""SWEET CORN""}]","WINARNO","","290500"
"ZyxiS3LKgvVoDPhJDjVO","K1409","2025-10-29T05:10:54.990Z","Hfn7DH6eAWCVrAkmczwl","[{""productId"":""ETb42XTcLpBbcC1aLhcb"",""total"":117000,""hargaPerBox"":117000,""qtyBox"":1,""isiPerBox"":30,""nama"":""CHOCOLATE CRISPY""},{""nama"":""FRUITY ROLL"",""hargaPerBox"":124800,""total"":124800,""isiPerBox"":40,""qtyBox"":1,""productId"":""sKjCtHbEsvTpBhbQOyHB""},{""qtyBox"":1,""hargaPerBox"":96000,""productId"":""iegvzVPz0yZbNTHzwcj3"",""total"":96000,""isiPerBox"":40,""nama"":""FRUIZY BLUEBERRY YOGURT""},{""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""isiPerBox"":60,""hargaPerBox"":93500,""qtyBox"":1,""total"":93500,""nama"":""MIKI-MIKI""},{""nama"":""MOCHI PEACH"",""productId"":""EF26XY2EwO1i35LRXuBv"",""qtyBox"":1,""total"":92500,""hargaPerBox"":92500,""isiPerBox"":40},{""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""total"":96000,""nama"":""SWEET CORN"",""isiPerBox"":40,""hargaPerBox"":96000,""qtyBox"":1}]","TOKO BINTANI MART","","619800"
"a1bcirKiPSjLHPbrkILx","K0991","2025-11-09T05:41:32.174Z","e3G6RcX2g2UHxpjV4Pem","[{""isiPerBox"":40,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""nama"":""2 COLOR"",""hargaPerBox"":92000,""qtyBox"":1,""total"":92000},{""productId"":""NOHAYE89jzvVJFKZcLFB"",""hargaPerBox"":80000,""isiPerBox"":50,""qtyBox"":1,""nama"":""CHOCO MALT"",""total"":80000},{""nama"":""COFFE CRISPY"",""isiPerBox"":40,""total"":110000,""qtyBox"":1,""hargaPerBox"":110000,""productId"":""BaaVl0Oq2oHnOUy1Cfuw""},{""isiPerBox"":40,""total"":118500,""qtyBox"":1,""productId"":""L0uQuYqgS8Q4smIuyRs4"",""hargaPerBox"":118500,""nama"":""CRISPY BALLS COOKIS""},{""isiPerBox"":40,""hargaPerBox"":96000,""productId"":""iegvzVPz0yZbNTHzwcj3"",""qtyBox"":1,""total"":96000,""nama"":""FRUIZY BLUEBERRY YOGURT""},{""total"":92500,""hargaPerBox"":92500,""qtyBox"":1,""nama"":""MOCHI VANILLA"",""productId"":""xJbJEd4mYcSMcB4V4492"",""isiPerBox"":40},{""nama"":""SWEET CORN"",""hargaPerBox"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""isiPerBox"":40,""qtyBox"":1,""total"":96000}]","PONPES MAYONG/ AL ISHOM","Order dari kunjungan: ","685000"
"aJruMs3OElE7FB48pqOJ","K1543","2025-10-17T06:25:36.070Z","ZPG57TQu3HgMHFcjJS94","[{""productId"":""NOHAYE89jzvVJFKZcLFB"",""nama"":""CHOCO MALT"",""isiPerBox"":50,""hargaPerBox"":80000,""qtyBox"":1,""total"":80000},{""productId"":""iegvzVPz0yZbNTHzwcj3"",""hargaPerBox"":96000,""qtyBox"":1,""isiPerBox"":40,""total"":96000,""nama"":""FRUIZY BLUEBERRY YOGURT""},{""qtyBox"":1,""hargaPerBox"":90500,""isiPerBox"":30,""total"":90500,""productId"":""xaB42zjrDkGuzdTP7tpO"",""nama"":""MANGO SLUSH""},{""productId"":""xJbJEd4mYcSMcB4V4492"",""isiPerBox"":40,""total"":92500,""qtyBox"":1,""nama"":""MOCHI VANILLA"",""hargaPerBox"":92500},{""total"":96000,""isiPerBox"":40,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000,""qtyBox"":1,""nama"":""SWEET CORN""}]","NIKMAT SEMBAKO","","455000"
"aPZvg2aMZkCRScc7tRsr","K1127","2025-10-28T07:02:54.271Z","yBsQQkZjVb4f23z50jbC","[{""hargaPerBox"":117000,""productId"":""ETb42XTcLpBbcC1aLhcb"",""qtyBox"":1,""isiPerBox"":30,""nama"":""CHOCOLATE CRISPY"",""total"":117000},{""total"":78000,""isiPerBox"":50,""qtyBox"":1,""nama"":""JERUK"",""productId"":""N8oPUfk4JcfNuyfZeRcM"",""hargaPerBox"":78000},{""hargaPerBox"":93500,""nama"":""MIKI-MIKI DOUBLE CHOCO"",""qtyBox"":1,""isiPerBox"":60,""total"":93500,""productId"":""R52hO3IOVzVI3PRqPmGP""},{""hargaPerBox"":92500,""nama"":""MOCHI VANILLA"",""total"":92500,""isiPerBox"":40,""productId"":""xJbJEd4mYcSMcB4V4492"",""qtyBox"":1},{""nama"":""VANILLA BERRY CONE"",""hargaPerBox"":115200,""productId"":""Hzn6DvSXYxLmhtuekqkk"",""qtyBox"":1,""total"":115200,""isiPerBox"":48}]","ULFA KHASANAH","Order dari kunjungan: ","496200"
"aRbUQngNYPxsb2WUNTJ7","K1607","2025-11-05T02:45:32.000Z","xLheMxVZ8I1BWrwmFw48","[{""total"":92000,""hargaPerBox"":92000,""qtyBox"":1,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""nama"":""2 COLOR"",""isiPerBox"":40},{""qtyBox"":1,""total"":117000,""isiPerBox"":30,""nama"":""CHOCOLATE CRISPY"",""productId"":""ETb42XTcLpBbcC1aLhcb"",""hargaPerBox"":117000},{""qtyBox"":1,""isiPerBox"":50,""productId"":""N8oPUfk4JcfNuyfZeRcM"",""total"":78000,""nama"":""JERUK"",""hargaPerBox"":78000},{""nama"":""MILK MELON"",""productId"":""y44wV7EqlAwgQKUJj38O"",""total"":95000,""hargaPerBox"":95000,""isiPerBox"":40,""qtyBox"":1},{""hargaPerBox"":115200,""nama"":""VANILLA BERRY CONE"",""isiPerBox"":48,""qtyBox"":1,""total"":115200,""productId"":""Hzn6DvSXYxLmhtuekqkk""}]","TOKO HALIMAH","Order dari kunjungan:","497200"
"ac4xstWQT0h0L9aSNNhx","K1656","2025-10-11T05:04:46.348Z","4RrFtYEGtIzcVvzYWaMY","[{""qtyBox"":1,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""nama"":""2 COLOR"",""total"":92000,""isiPerBox"":40,""hargaPerBox"":92000},{""total"":80000,""productId"":""NOHAYE89jzvVJFKZcLFB"",""hargaPerBox"":80000,""qtyBox"":1,""nama"":""CHOCO MALT"",""isiPerBox"":50},{""isiPerBox"":40,""hargaPerBox"":124800,""total"":124800,""nama"":""FRUITY ROLL"",""productId"":""sKjCtHbEsvTpBhbQOyHB"",""qtyBox"":1},{""total"":96000,""isiPerBox"":40,""productId"":""iegvzVPz0yZbNTHzwcj3"",""qtyBox"":1,""nama"":""FRUIZY BLUEBERRY YOGURT"",""hargaPerBox"":96000},{""nama"":""FRUIZY GRAPE"",""hargaPerBox"":80000,""total"":80000,""productId"":""KtjGECYEwOyqkWM0Iu4E"",""isiPerBox"":50,""qtyBox"":1},{""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""total"":93500,""hargaPerBox"":93500,""qtyBox"":1,""nama"":""MIKI-MIKI"",""isiPerBox"":60},{""nama"":""MOCHI VANILLA"",""hargaPerBox"":92500,""isiPerBox"":40,""productId"":""xJbJEd4mYcSMcB4V4492"",""total"":92500,""qtyBox"":1},{""isiPerBox"":40,""nama"":""SWEET CORN"",""hargaPerBox"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""total"":96000,""qtyBox"":1}]","SD IT AL HUSNA PELEMKEREP","Order dari kunjungan:","754800"
"b7mEQjVJH1ukXz1V2XfE","K1367","2025-10-01T05:11:45.912Z","517lFqCrv4ylnAybXBuH","[{""isiPerBox"":50,""qtyBox"":1,""nama"":""JERUK"",""total"":78000,""productId"":""N8oPUfk4JcfNuyfZeRcM"",""hargaPerBox"":78000},{""isiPerBox"":50,""total"":77500,""hargaPerBox"":77500,""qtyBox"":1,""productId"":""Msk1v54GqR6gX6mqxqGS"",""nama"":""NANAS""},{""isiPerBox"":50,""qtyBox"":1,""hargaPerBox"":77500,""nama"":""SEMANGKA"",""total"":77500,""productId"":""k7TnmqAqR1yAmsY042eK""},{""qtyBox"":1,""isiPerBox"":24,""total"":97000,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000},{""hargaPerBox"":96500,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""nama"":""TARO CRISPY"",""qtyBox"":1,""isiPerBox"":40,""total"":96500}]","ENDANG SRI WAHYUNI","","426500"
"bFyJu4PSXjv07ZqGJMKk","K1502","2025-11-04T08:32:00.000Z","cBXhRkwzErSSQ2yHFz8H","[{""productId"":""R52hO3IOVzVI3PRqPmGP"",""qtyBox"":1,""isiPerBox"":60,""hargaPerBox"":93500,""total"":93500,""nama"":""MIKI-MIKI DOUBLE CHOCO""},{""isiPerBox"":40,""productId"":""y44wV7EqlAwgQKUJj38O"",""nama"":""MILK MELON"",""qtyBox"":1,""hargaPerBox"":95000,""total"":95000},{""isiPerBox"":40,""nama"":""MOCHI PEACH"",""hargaPerBox"":92500,""productId"":""EF26XY2EwO1i35LRXuBv"",""total"":92500,""qtyBox"":1},{""total"":110000,""hargaPerBox"":110000,""productId"":""4ZGi81slpOycqNbJ8lvW"",""isiPerBox"":40,""nama"":""STRAWBERRY CRISPY"",""qtyBox"":1},{""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""hargaPerBox"":97000,""nama"":""SUNDAE CHOCOLATE"",""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""hargaPerBox"":96500,""productId"":""U3qfJlCyL3zOiNLFUFkb"",""qtyBox"":1,""total"":96500,""nama"":""TARO CRISPY"",""isiPerBox"":40}]","TOKO RIZKY OS","Order dari kunjungan: ","584500"
"bGFiR2Ti2ua15vZcgR2K","K1911","2025-11-05T09:54:48.000Z","878SE6zfogSZSvQEzaQC","[{""total"":97500,""nama"":""CHOCOMELT CONE"",""productId"":""bIHGFn5MHtXpqVeM9enF"",""hargaPerBox"":97500,""isiPerBox"":24,""qtyBox"":1},{""hargaPerBox"":93500,""nama"":""MIKI-MIKI"",""isiPerBox"":60,""qtyBox"":1,""total"":93500,""productId"":""Uu5WSQZmqTLoXc9oxlUj""},{""total"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000,""qtyBox"":1,""nama"":""SWEET CORN"",""isiPerBox"":40}]","TOKO VIANA","","287000"
"bLYoePFDwnjvmLU0bWNS","K0743","2025-11-12T06:14:23.204Z","ZpXCeOmAOnXDVw7mocUq","[{""productId"":""NOHAYE89jzvVJFKZcLFB"",""qtyBox"":1,""nama"":""CHOCO MALT"",""isiPerBox"":50,""total"":80000,""hargaPerBox"":80000},{""nama"":""MIKI-MIKI DOUBLE CHOCO"",""productId"":""R52hO3IOVzVI3PRqPmGP"",""hargaPerBox"":93500,""total"":93500,""isiPerBox"":60,""qtyBox"":1},{""qtyBox"":1,""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""hargaPerBox"":97000,""total"":97000,""nama"":""SUNDAE CHOCOLATE"",""isiPerBox"":24},{""total"":96000,""nama"":""SWEET CORN"",""qtyBox"":1,""isiPerBox"":40,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000},{""isiPerBox"":40,""total"":96500,""qtyBox"":1,""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""productId"":""U3qfJlCyL3zOiNLFUFkb""}]","RESTU","Order dari kunjungan: ","463000"
"bUwX26AVq8tyg6VQGSJI","K0373","2025-09-30T17:00:00.000Z","ImE48v9OEwbSNMRIb16y","[{""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""total"":280500,""qtyBox"":3,""nama"":""MIKI-MIKI"",""isiPerBox"":60,""hargaPerBox"":93500},{""total"":77500,""qtyBox"":1,""productId"":""k7TnmqAqR1yAmsY042eK"",""nama"":""SEMANGKA"",""isiPerBox"":50,""hargaPerBox"":77500},{""qtyBox"":1,""total"":96000,""isiPerBox"":40,""nama"":""SWEET CORN"",""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""hargaPerBox"":96000}]","MADUN","","454000"
"bbvRVTMXFP7pFQsDmEYM","K0936","2025-10-13T03:43:25.016Z","rZ5BOP8Og7Zb2P9x4xE6","[{""qtyBox"":1,""productId"":""jJ0aqMzW8XNZeKsXBWuQ"",""hargaPerBox"":92000,""isiPerBox"":40,""total"":92000,""nama"":""2 COLOR""},{""hargaPerBox"":97000,""qtyBox"":1,""total"":97000,""productId"":""IDeDw8ay7rGfQANXeYLM"",""nama"":""CHOCOLATE STICK"",""isiPerBox"":50},{""isiPerBox"":40,""total"":118500,""hargaPerBox"":118500,""nama"":""CRISPY BALLS COOKIS"",""qtyBox"":1,""productId"":""L0uQuYqgS8Q4smIuyRs4""},{""hargaPerBox"":124800,""nama"":""FRUITY ROLL"",""qtyBox"":1,""productId"":""sKjCtHbEsvTpBhbQOyHB"",""isiPerBox"":40,""total"":124800},{""hargaPerBox"":96000,""qtyBox"":1,""productId"":""iegvzVPz0yZbNTHzwcj3"",""nama"":""FRUIZY BLUEBERRY YOGURT"",""isiPerBox"":40,""total"":96000},{""isiPerBox"":50,""total"":78000,""productId"":""N8oPUfk4JcfNuyfZeRcM"",""nama"":""JERUK"",""qtyBox"":1,""hargaPerBox"":78000},{""nama"":""MIKI-MIKI"",""isiPerBox"":60,""productId"":""Uu5WSQZmqTLoXc9oxlUj"",""total"":93500,""qtyBox"":1,""hargaPerBox"":93500},{""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1,""total"":77500,""nama"":""SEMANGKA"",""productId"":""k7TnmqAqR1yAmsY042eK""},{""hargaPerBox"":97000,""qtyBox"":1,""nama"":""SUNDAE CHOCOLATE"",""productId"":""QLk1TKlyQAC1EHOPZ7M6"",""isiPerBox"":24,""total"":97000},{""qtyBox"":1,""nama"":""SUNDAE STRAWBERRY"",""isiPerBox"":24,""total"":97000,""productId"":""aok5I2XQHFg2m97mC387"",""hargaPerBox"":97000},{""isiPerBox"":40,""total"":96000,""qtyBox"":1,""hargaPerBox"":96000,""productId"":""bNkl5FX7SlWzgxLhu2Pw"",""nama"":""SWEET CORN""}]","RONDHI ARDIYANTO","Order dari kunjungan:","1067300"
