id,catatan,createdAt,items,tokoNama,tokoId,kodeToko,total
"HRCDxQEN9yQWqj0DDadN","","2025-11-13T04:50:44.924Z","[]","Toko Koss Mart","lNRFpK00n4trF3j94v5p","K2014","0"
"HU917UHOS5yrPwjEt8Mr","","2025-10-23T08:09:06.200Z","[]","YANI","wa6cy9OSn1Nt8nknPGk4","K0462","0"
"HW0SENl8GneMjuZiKxTy","","2025-11-10T05:55:14.323Z","[]","TOKO PAK MUL","R1Nb2wQKva33PYzOOokI","K1323","0"
"HWTtf7l91kyfAxPVeGhh","","2025-11-04T05:58:32.916Z","[]","MARYATI","aYAbEMlBicLREQd8m70C","K0378","0"
"HmE8mCLxKEuFH4poVHel","","2025-10-28T07:02:54.271Z","[]","ULFA KHASANAH","yBsQQkZjVb4f23z50jbC","K1127","0"
"HrEbLbi1iYcKqKOnqRRb","","2025-11-06T04:33:51.089Z","[]","FARIDA ERYANTI","jNgDfhGZ4mVvt8VJrRX7","K2005","0"
"HwTOqylLM6rdwvp3O0kt","","2025-10-15T05:37:36.363Z","[]","TOKO VANIA","OoHRaxncqsL1ElG0jLeK","K1868","0"
"I0qrbWKNDVcuDuO8jCP1","","2025-11-04T04:13:05.501Z","[]","NUR AFIDAH","O8g9w3lNqdo3pRpC2pwY","K1278","0"
"I1H2EuJCk0u6FBdkCKBh","","2025-11-13T08:34:00.082Z","[]","WARUNG MADURA AL-AMIN 2","LrDGivjSfm58oJ7eILXz","K1649","0"
"I62rUGxWsJN7RPUK5EMO","","2025-11-10T04:10:47.218Z","[]","TOKO ZUMAEROH","S3sXgtgCOOvXYK2lhUtV","K1599","0"
"ILG2tqIkR7Md649Mz7kZ","","2025-10-30T05:23:25.665Z","[]","FARIDA ERYANTI","jNgDfhGZ4mVvt8VJrRX7","K2005","0"
"IRrTQhoqoWuhY0ReAcW8","","2025-10-22T04:42:43.237Z","[]","TOKO VANIA","OoHRaxncqsL1ElG0jLeK","K1868","0"
"IVquiMQloRffYAwi6EgF","","2025-11-10T04:55:15.724Z","[]","RONDHI ARDIYANTO","rZ5BOP8Og7Zb2P9x4xE6","K0936","0"
"IZOxZD1zn59u4lp29P58","","2025-11-11T09:09:49.656Z","[]","MADUN","ImE48v9OEwbSNMRIb16y","K0373","0"
"IcwWkFvPlDhG4V22und5","","2025-10-07T04:28:35.279Z","[]","NUR AFIDAH","O8g9w3lNqdo3pRpC2pwY","K1278","0"
"Ir9BOPyYDFMAaMorLZrG","","2025-11-07T03:26:19.951Z","[]","DEWI","prsjnt4eZWb4sKtsXAOd","K0502","0"
"IrCHOmDvDYgHIqMXVHq5","","2025-10-29T06:48:28.888Z","[]","TOKO SOCHIBATUL MUNAWAROH","uyiOKpYICdUeSfb42aOn","K1528","0"
"IxbGmY3VOhjXPCoBDftM","","2025-11-13T09:45:30.874Z","[]","ALHUSNA MART","i3vRFtdn75Z0P1RiyJus","K0439","0"
"JEdG5tQqLBKRTeSEZFZE","","2025-11-04T05:36:46.602Z","[]","RESTU","ZpXCeOmAOnXDVw7mocUq","K0743","0"
"JFcwi4FStLyiPMbL3SiW","","2025-10-09T03:27:11.223Z","[]","TOKO RENASYA","Wd4tMZL3Gh5AME7jGCqL","K1512","0"
"JImEXOrcSshOAWnDtF2O","","2025-11-14T02:34:40.304Z","[]","SD IT AL HUSNA PELEMKEREP","4RrFtYEGtIzcVvzYWaMY","K1656","0"
"JJVGQVzsIZ6eAOUmuhVm","","2025-10-21T05:05:44.847Z","[]","NUR AFIDAH","O8g9w3lNqdo3pRpC2pwY","K1278","0"
"JJxBAZnCDssRmfj9uDot","","2025-10-20T09:29:14.375Z","[]","TIGA SAUDARA 2","ahRcxXhTEcb9lxNWNaut","K1149","0"
"JORXmAOCoqH1IY7ObMXn","","2025-11-05T06:12:48.506Z","[]","TOKO VIANA","878SE6zfogSZSvQEzaQC","K1911","0"
"Jhisv5pXzcEQjErFTPGP","","2025-11-13T09:51:35.000Z","[]","TOKO HAPSARI","ZwFykP7rgzkf1aJM6g3n","K1936","0"
"JkAD07wXR1n46s62I6ZQ","","2025-10-10T07:12:04.903Z","[]","MJ CELL","2zobAduRXbA1IyykFf5n","K0441","0"
"JrmY0xYYCT54sqmLYpFN","","2025-11-13T04:19:57.288Z","[]","PUTRA / ADE ZONE","36KgS7wC1Qnude8tPEJW","K1480","0"
"JtSIJgfEw7MMV3S5iKas","","2025-10-28T06:27:04.983Z","[]","RESTU","ZpXCeOmAOnXDVw7mocUq","K0743","0"
"Jtle4XJH02ESOHPoXR4O","","2025-11-03T07:42:07.542Z","[]","REZEKI LANCAR","SXfUg2IX86MSmv6tQUfp","K1540","0"
"JwUWnzYVGRKvF9GTItA1","","2025-10-15T04:32:22.308Z","[]","TOKO SAUDARA","tdeA3VNFi7t8G3VWRUm6","K1916","0"
"K3dvi32ycFt3Tba08kXA","","2025-10-23T04:18:47.109Z","[]","PUTRA / ADE ZONE","36KgS7wC1Qnude8tPEJW","K1480","0"
"K4yWbmISG9H2YCpVY4Nu","","2025-11-07T02:47:22.249Z","[]","SD IT AL HUSNA 2","dFJRnjEcCGZjVJ3vtZTF","K1759","0"
"KE16Bppkp5YdXrY8PAN7","","2025-11-01T03:07:06.182Z","[]","RIYADLUL QUR'AN","MBtynOjLtaD7KngRrvOo","K1286","0"
"KGQPHlXUt35gylko413v","","2025-10-22T08:53:52.646Z","[]","TOKO ANDI","NbD8s7PxFM7LcFShRs3Q","K1179","0"
"KHcIjAe3qV0L6IQ00Xvr","","2025-10-22T06:14:53.647Z","[]","TOKO ALI","pfBZeBBflEj9cMD0uZa2","K1154","0"
"KOdRYIBUTrM64tZ4y1UP","","2025-11-12T03:24:20.022Z","[]","MUNTATIAH","bEH9JBG9XfbqU2R8PKNC","K1366","0"
"KfTlow74B6e4aDnr9Am1","","2025-11-03T09:10:50.818Z","[]","TIGA SAUDARA","XiCglP9CSUbM0jrjNHny","K0367","0"
"KwW3ylghnV2VGjPzHdVx","","2025-11-07T04:37:55.059Z","[]","STICOM","ewv2xw7GgJtJXR8nPfQw","K0511","0"
"L71xIiJpyjGE7fzh5hNd","","2025-10-28T04:39:32.212Z","[]","SIDO MULYO","qBgHRkFD88KqnN8yy52I","K1484","0"
"LHuyBox93Kl3F6ie2Ovs","","2025-10-25T07:09:47.861Z","[]","SUMBER MULYA","ZE2ppkrg8ZR49fnJZeOY","K1535","0"
"LHyDb6t0LzuRyKXU2Qzp","","2025-10-15T09:40:04.953Z","[]","ABDUL MUJIB","t2gz4up7sN675kePt6Oc","K1315","0"
"LN3PNqYkFX9xQY6LZIiv","","2025-10-29T08:43:23.199Z","[]","KUSRIYAH","ICWLSSwzVvanVCAZdUih","K0742","0"
"LNb2ej1Yl9T6n1FEc5wG","","2025-10-30T05:42:04.000Z","[]","YANI","wa6cy9OSn1Nt8nknPGk4","K0462","0"
"LTbT8RJRQTCCqUAvcKxh","","2025-10-11T08:33:06.259Z","[]","NYAH JIT","IXBiyQspfEdWbNBMZp91","K1708","0"
"LU4LHecRrnbcqZxzUBQr","","2025-11-11T07:22:19.773Z","[]","MARYATI","aYAbEMlBicLREQd8m70C","K0378","0"
"LZbUbRWKpWsSw0nzMuSx","","2025-11-12T07:22:02.926Z","[]","TOKO ANDI","NbD8s7PxFM7LcFShRs3Q","K1179","0"
"LbAva2YhwUkoNJVutMLG","","2025-10-31T03:12:35.111Z","[]","SD IT AL HUSNA PELEMKEREP","4RrFtYEGtIzcVvzYWaMY","K1656","0"
"Le79llzVRB4rmG6eaD5O","","2025-10-02T06:19:10.622Z","[]","LAKSITA SWALAYAN","pfVW6jSIplI2WXaQvEB7","K2101","0"
"Lhxs5tpVTbAnlaiy6ZaL","","2025-10-17T08:36:26.967Z","[]","SDN 1 BAKALAN ( TOKO SEMBAKO AHLIS )","Djb9VhTmktwIGcPkALLf","K2015","0"
"LmaapgewJH72FHfyYfsT","","2025-10-11T05:14:22.916Z","[]","RATU WALI","7l4t8ictEySaPyXnKMDa","K1498","0"
"MO7Cv1Ojfge0RQu9NBwO","","2025-10-23T02:59:00.834Z","[]","TOKO HAPSARI","ZwFykP7rgzkf1aJM6g3n","K1936","0"
"MXIW8HdGFV4al3YQOFoa","","2025-10-01T03:52:36.139Z","[]","TATA MANDIRI","BYxFMWDMPNQaGNvbV341","K0365","0"
"Md4mOP3Qt8JaCwyFaMUU","","2025-10-13T02:47:07.599Z","[]","BU ISTIANAH ( MTS URWATIL WATSQO )","WbtoNXx8lwUgS8s1ojLR","K2066","0"
"Mm8pBm1pwODgPXTRdw48","","2025-10-29T03:21:11.478Z","[]","TOKO SHERLY","VktFHlWljj8CqZVnsjtM","K1500","0"
"MmdxzMnERQ9VLZbzeuL5","","2025-11-11T08:43:32.000Z","[]","TOSERBA JIWA MART","gHbbLlkgBIfTYKv7O0G6","K2008","0"
"Mx93OmR6772PVzYXNv88","","2025-10-17T07:52:26.245Z","[]","TOKO RAHMAT","hrGSsYjRN0DC2i3QPnxO","K1816","0"
"NAyLroORQDA7pVaPrjzk","","2025-11-05T06:12:27.320Z","[]","TOKO VANIA","OoHRaxncqsL1ElG0jLeK","K1868","0"
"NBv38TU07scufC83g6Ek","","2025-10-16T08:54:41.363Z","[]","WARUNG MADURA AL-AMIN 2","LrDGivjSfm58oJ7eILXz","K1649","0"
"NEpbSxIM0rPh3jKxGYNd","","2025-10-23T09:37:51.527Z","[]","TOKO LISA","d2fNqoVzXHxTmpY3E8v6","K1899","0"
"NI7kcjB3peSQoINASe25","","2025-11-12T07:36:47.321Z","[]","TOKO INDANAH","X4G4Mm97geyTM8hWkcGe","K1513","0"
"NLhRWdhnbAxwr8NP4ksW","","2025-11-03T04:15:03.590Z","[]","TOKO PAK MUL","R1Nb2wQKva33PYzOOokI","K1323","0"
"NWnxtUeApAPiXKqVeRQD","","2025-11-13T02:18:50.218Z","[]","SMK ISLAM AL HIKMAH MAYONG","8k5mHDdqhzvAFdnkqWei","K1387","0"
"NZvosZ1E2wifadZhcYpm","","2025-10-03T08:47:08.009Z","[]","ENDANG RISTIYOWATI","f2Z73egCvMj4PXs56DKE","K0532","0"
"NaMIBTjN5d6OpqCg1esp","","2025-10-21T07:58:00.328Z","[]","TOSERBA JIWA MART","gHbbLlkgBIfTYKv7O0G6","K2008","0"
"Nbuc3AYb1YE9cTw5LzBh","","2025-10-03T04:21:51.344Z","[]","SD IT AL HUSNA PELEMKEREP","4RrFtYEGtIzcVvzYWaMY","K1656","0"
"NeLDqSVOoWbPAWDk5eoN","","2025-10-29T06:22:50.747Z","[]","SUPARNO","usLxLxZs3KRwiDECcgTd","K0390","0"
"NikWCQOACS3ZJEcCvIan","","2025-10-20T07:44:40.990Z","[]","TOKO RIZKY OS","cBXhRkwzErSSQ2yHFz8H","K1502","0"
"NkhQRRSI1WMzSszCVHKm","","2025-10-31T03:15:55.912Z","[]","MBAK MUNA","TTn9hWhaS5l9V1auHGCk","K1970","0"
"NmHzDRpkpG2TfnPd10hM","","2025-10-23T07:49:25.941Z","[]","Toko Koss Mart","lNRFpK00n4trF3j94v5p","K2014","0"
"NtV8MVuSqz5xw0TPV5qD","","2025-10-23T07:49:37.696Z","[]","FARIDA ERYANTI","jNgDfhGZ4mVvt8VJrRX7","K2005","0"
"NzSR7Lfq64OaCkJXoSTX","","2025-11-04T07:02:54.353Z","[]","TOSERBA JIWA MART","gHbbLlkgBIfTYKv7O0G6","K2008","0"
"OHF6mRSDA97HrUYO4zoy","","2025-10-03T08:41:47.854Z","[]","APOTEK PUTRA PRIMA","n16DsU1bfxJ6le0HcELZ","K1993","0"
"OQMbbuMlLmkkjTx6KnZp","","2025-10-14T09:16:12.665Z","[]","ILMA JAYA","1pS2Vw8a9fu0UurNB4v7","K1118","0"
"Ok8aDAa8wNfyQDWTW8kl","","2025-10-11T05:04:46.207Z","[]","SD IT AL HUSNA PELEMKEREP","4RrFtYEGtIzcVvzYWaMY","K1656","0"
"OtaMxBvUvWfUYxhQAqi9","","2025-10-06T03:19:25.234Z","[]","SAMILATUN KHASANAH","Yqbds11ik7n7cnIbAlyj","K1945","0"
"P1XLjUx8YV8bTSArsdXq","","2025-11-13T09:06:55.285Z","[]","MADURA BUNDA","9pGAxSxQpP97NFr46tWJ","K2077","0"
"PB2KfSDjbp8Y4BHNaWRX","","2025-11-07T03:01:22.421Z","[]","SD IT AL HUSNA PELEMKEREP","4RrFtYEGtIzcVvzYWaMY","K1656","0"
"PEJTxT3ZNI381v9gwvPQ","","2025-10-16T08:54:34.066Z","[]","SUDARTO","W5T0mkGuUhrS8Xv4nxtZ","K0676","0"
"PN5Qpf9H9m8AkzquRNnH","","2025-10-03T08:43:44.415Z","[]","KANTIN PKU MUHAMMADYAH MAYONG","hX7OpXJoabbPtqfEEJTI","K0458","0"
"PdyqIfbaMNhwupW5gvHg","","2025-10-07T05:10:17.158Z","[]","SD 1 BUARAN MAYONG","NKsOqczLvbzUQOrPcTvY","K1751","0"
"PfB8MVfNLs9gt6jFXzxJ","","2025-10-10T04:19:53.400Z","[]","DEWI","prsjnt4eZWb4sKtsXAOd","K0502","0"
"PflNME49uEfBtRYGbNa7","","2025-10-20T06:11:09.448Z","[]","AL HUSNA 5 PANCUR","ofWTyzpsse8zoCymsmtO","K1919","0"
"Ph23Dixumx2oMqnxrGlm","","2025-10-08T07:44:26.566Z","[]","TOKO SOCHIBATUL MUNAWAROH","uyiOKpYICdUeSfb42aOn","K1528","0"
"PltR9zmAUBrDDYSAWBBr","","2025-10-22T04:02:21.312Z","[]","MUNTATIAH","bEH9JBG9XfbqU2R8PKNC","K1366","0"
"PxDdC6MntceCNLIWLn3z","","2025-10-25T03:53:51.757Z","[]","NUR YONO","rwANC5lfSRpAKV2HzJBj","K1982","0"
"Pxuo22Q5Hs7YSoNgDah1","","2025-11-12T06:18:10.310Z","[]","TOKO VIANA","878SE6zfogSZSvQEzaQC","K1911","0"
"PzXg4mIPiiLFj0p04cZ3","","2025-11-12T03:24:13.356Z","[]","TOKO SHERLY","VktFHlWljj8CqZVnsjtM","K1500","0"
"PzosPpALqmDgIZITNLh0","","2025-10-18T06:44:48.936Z","[]","ABIYAN CAKE","YPpBOMPT2aukjCk1wvxw","K1613","0"
"Q0UqxxiSzxLX5GdPeraH","","2025-10-01T03:20:09.823Z","[]","TOKO SAUDARA","tdeA3VNFi7t8G3VWRUm6","K1916","0"
"QHY5Ao9c56HEeKJk0KlM","","2025-10-17T06:56:27.021Z","[]","SD IT AL ANWAR","aKeHRY72jQ8R7GmJIMNH","K1658","0"
"QMJzsmNOEmO41NbOVFgS","","2025-10-20T04:26:11.349Z","[]","RONDHI ARDIYANTO","rZ5BOP8Og7Zb2P9x4xE6","K0936","0"
"QcEzgXXUYMj9S5EApJAq","","2025-10-21T08:42:14.253Z","[]","MADUN","ImE48v9OEwbSNMRIb16y","K0373","0"
"Qin1ScUIeKBOlTk4crIh","Event kardus : Free chocomalt 2 Box","2025-10-15T08:01:30.070Z","[]","TOKO INDANAH","X4G4Mm97geyTM8hWkcGe","K1513","0"
"QoC38UPQLY8vQ8htbJHe","","2025-10-29T06:01:18.457Z","[]","ENDANG SRI WAHYUNI","517lFqCrv4ylnAybXBuH","K1367","0"
"Qz28Vf2FtYFTKPO5X2fP","","2025-10-29T03:20:57.994Z","[]","MI ASSALAM SINGOROJO","gTE9rpKizzrf2b3XMEkU","K1928","0"
"RE2fkz0zPzyOm3Z5o1pE","","2025-10-16T04:39:06.624Z","[]","SISWANTO","sSufgeU8YIyZrAOZbEO6","K0526","0"
"RINSBK5QA9eFNB3ObPhA","","2025-10-20T03:42:18.881Z","[]","TOKO ANUGERAH","IQtU1AxfLTPqglkim04O","K1969","0"
"RMt9xzCX7LqRtFaRH9cs","","2025-10-22T09:01:48.648Z","[]","SUPARNO","usLxLxZs3KRwiDECcgTd","K0390","0"
"ROxIWn1VI9GjNGu7vFID","","2025-10-31T07:57:19.749Z","[]","KANTIN PKU MUHAMMADYAH MAYONG","hX7OpXJoabbPtqfEEJTI","K0458","0"
"RWkugwvKY1K7pnJ0bIk0","","2025-10-20T04:27:38.907Z","[]","SD 3 BUNGU","nhuEhSvTkbCX7F1rYyfg","K1787","0"
"RntXpIg3Ona3qpqniYLG","","2025-10-23T02:39:36.655Z","[]","TOKO RENASYA","Wd4tMZL3Gh5AME7jGCqL","K1512","0"
"S8bVIwS3C2YpoSP6WLOn","","2025-10-28T07:40:05.000Z","[]","MADUN","ImE48v9OEwbSNMRIb16y","K0373","0"
"SFcQVq7mTQXq2LuEWkgw","","2025-10-13T05:56:38.595Z","[]","MUNAWAROH","eLh6QEH4U1yPXyxJUerC","K1121","0"
"SMQR0G2GgiDIHyV0EgSp","","2025-11-04T09:51:56.194Z","[]","TOKO SOCHIBATUL MUNAWAROH","uyiOKpYICdUeSfb42aOn","K1528","0"
"SOBgv7v4MMl8a290P6zH","","2025-10-08T08:36:16.336Z","[]","BERKAH SAFAR","Bs2oePYU0B48Em6U0NdQ","K1482","0"
"SUSGNba0mNx6cZ0p89iT","","2025-11-08T05:00:39.245Z","[]","KOPERASI AL-ALAWY","Al3wNMsqeYtsyijq1Fvh","K1555","0"
"SmXKJJUicCcl9kZsfTNA","","2025-10-21T03:55:07.511Z","[]","ELLA 2 KANTIN MTS BALEKAMBANG","j5OQBnhs4A8lXEY9aNI4","K0391","0"
"Sr0RNRcyvh3O9TbrbuKQ","","2025-10-04T08:29:10.402Z","[]","NYAH JIT","IXBiyQspfEdWbNBMZp91","K1708","0"
"Sy253fuLtRadX4GSUUF9","","2025-10-28T09:42:14.171Z","[]","ELLA 3 SMK PUTRI BALEKAMBANG","z3pT9BDTtISnQFgCmOtx","K0392","0"
"T1pgDbRziXtk9nBDeFt1","","2025-10-01T08:20:42.527Z","[]","TOKO SOCHIBATUL MUNAWAROH","uyiOKpYICdUeSfb42aOn","K1528","0"
"T274uCSDVSs8WiI3kKu7","","2025-10-31T04:35:17.878Z","[]","DEWI","prsjnt4eZWb4sKtsXAOd","K0502","0"
"T5JwfvtocnXUDHseFkvO","","2025-10-20T09:18:48.082Z","[]","SAMILATUN KHASANAH","Yqbds11ik7n7cnIbAlyj","K1945","0"
"T8F9zvhJdTBQHo8NMO0g","","2025-10-11T06:30:46.546Z","[]","NUR YONO","rwANC5lfSRpAKV2HzJBj","K1982","0"
"TAPur5VZ4CtwplmM035z","","2025-10-15T06:49:00.007Z","[]","TOKO WAHYUDI","Un8CXZKfqVE45zerIgis","K1586","0"
"TDAgq9t68kZJbY0ECFiP","","2025-11-11T04:42:31.278Z","[]","NUR AFIDAH","O8g9w3lNqdo3pRpC2pwY","K1278","0"
"TDGqPQDYslORbAVoCKDs","","2025-10-18T04:41:15.169Z","[]","NUR YONO","rwANC5lfSRpAKV2HzJBj","K1982","0"
"TDeQLDADgnJhF58cOrKC","","2025-10-15T06:12:46.231Z","[]","ENDANG SRI WAHYUNI","517lFqCrv4ylnAybXBuH","K1367","0"
"TGeKozYKKd5DdGxcGKFr","","2025-10-13T08:47:43.032Z","[]","APOTEK PANCUR","P3S3LmNnq4sCQ7YUieWO","K0352","0"
"THO3RhDV4WKmJjas2ovh","","2025-11-05T05:03:10.149Z","[]","KUSRIYAH","ICWLSSwzVvanVCAZdUih","K0742","0"
"TM6HDTKaxIlcd1fU22tB","","2025-11-12T02:40:52.271Z","[]","MI ASSALAM SINGOROJO","gTE9rpKizzrf2b3XMEkU","K1928","0"
"Th9awSdnOvPkWr9MFg7K","","2025-10-27T08:15:39.026Z","[]","MUHKAFI","yUpqWUQuZmgdXeW3bt5N","K1832","0"
"U04iTtid78J3N7g18hJJ","","2025-10-18T06:38:44.034Z","[]","NYAH JIT","IXBiyQspfEdWbNBMZp91","K1708","0"
"U2koL8ybsBzACaHsAeKF","","2025-10-14T05:21:18.480Z","[]","WIWIK","B8hPBUTijMD2pKkhKEoc","K0424","0"
"UY4kzB5cKfjVtlriV5PB","","2025-10-03T02:48:46.748Z","[]","DEWI","prsjnt4eZWb4sKtsXAOd","K0502","0"
"UcCd24svpdtIOLfXwhOa","","2025-11-05T05:21:54.624Z","[]","TOKO INDANAH","X4G4Mm97geyTM8hWkcGe","K1513","0"
"UcYcosbKXlM2CsGx42hU","","2025-11-14T03:10:21.876Z","[]","SD IT AL ANWAR","aKeHRY72jQ8R7GmJIMNH","K1658","0"
"V30oYmxGEx4iMFQqbZ3m","","2025-10-27T04:36:07.583Z","[]","SD 3 BUNGU","nhuEhSvTkbCX7F1rYyfg","K1787","0"
"V8WzbXeYaUFeF8raDOxW","","2025-10-28T05:22:36.361Z","[]","WIWIK","B8hPBUTijMD2pKkhKEoc","K0424","0"
"V8mPrfW6NPjeyEE4Svkc","","2025-10-24T17:00:00.000Z","[]","ABIYAN CAKE","YPpBOMPT2aukjCk1wvxw","K1613","0"
"VA8K0PWwJfkxZjA4YDMk","","2025-10-28T09:36:46.618Z","[]","ILMA JAYA","1pS2Vw8a9fu0UurNB4v7","K1118","0"
"VEmABARU9dAYjn6KDFI9","","2025-10-25T05:46:57.683Z","[]","MUSYAFAK","jVJBm18ggKRwQ9dO6sPu","K0512","0"
"VHx3iU9AtUe57BzJYAIY","","2025-10-28T04:39:25.024Z","[]","NUR AFIDAH","O8g9w3lNqdo3pRpC2pwY","K1278","0"
"VITZTbvFKRoFUgRSUJmp","","2025-11-07T15:02:25.277Z","[]","SEJAHTERA FROZEN FOOD","0nchyPCKCX7ahDdo6icy","K1854","0"
"VS1sWmxNoTeChUmCClPl","","2025-10-03T05:45:08.695Z","[]","MJ CELL","2zobAduRXbA1IyykFf5n","K0441","0"
"VmvWxXgRUTgemCSEP8ZT","","2025-10-06T09:26:47.813Z","[]","APOTEK PANCUR","P3S3LmNnq4sCQ7YUieWO","K0352","0"
"VnMQwQq8Z9JADLiUuV6u","","2025-10-21T05:21:36.893Z","[]","NOR AMIN MAHMUD","CfKdWWsPbcqw3KjtwI29","K1987","0"
"VnjB0DAaizU885hPHyli","","2025-10-01T07:45:32.943Z","[]","TOKO MBAK RINI","6pw30ZdwX1mjmVnAvMaL","K1725","0"
"VoRRhWKSw8f04kylZXqo","","2025-11-14T03:50:42.906Z","[]","MJ CELL","2zobAduRXbA1IyykFf5n","K0441","0"
"VoWe7WJUygIk164lc39D","","2025-11-11T07:14:44.873Z","[]","MASRUKIN","xXcBnRjwrKPQNBumnzm6","K1334","0"
"W67nSaAOxmkreDn3ibFQ","","2025-10-09T09:02:55.031Z","[]","SAMI JF MART","LjHKUWJDhaxyFOLArIdi","K1298","0"
"W8uwL5zwbZjocA2utxZM","","2025-11-01T04:38:19.403Z","[]","RATU WALI","7l4t8ictEySaPyXnKMDa","K1498","0"
"WAEAQ5W6UykVuz8SmWW0","","2025-11-12T05:25:59.671Z","[]","TOKO VANIA","OoHRaxncqsL1ElG0jLeK","K1868","0"
"WQyM8tXMfkMtr3kgMFC3","","2025-10-28T05:22:42.000Z","[]","NOR AMIN MAHMUD","CfKdWWsPbcqw3KjtwI29","K1987","0"
"WVLaDUx21ZxyZlXaDAC2","","2025-10-27T04:36:39.817Z","[]","TOKO PAK MUL","R1Nb2wQKva33PYzOOokI","K1323","0"
"WxhBR44bJDVOL4yaxaux","","2025-10-01T09:03:55.359Z","[]","ABDUL MUJIB","t2gz4up7sN675kePt6Oc","K1315","0"
"XiQulVoOrOVFR25rYYrC","","2025-10-17T09:46:33.979Z","[]","ALHUSNA MART","i3vRFtdn75Z0P1RiyJus","K0439","0"
"XoRHqiEA6ZkoNDVfkujJ","","2025-10-04T07:06:32.245Z","[]","RATU WALI","7l4t8ictEySaPyXnKMDa","K1498","0"
"XzeNvKWaV8dfT5P12Yt9","Order dibuat dari halaman Order: ","2025-10-05T15:03:40.650Z","[]","ALMA MART","hHf2x3hxQleMEMp5aLvO","K2002","0"
"Y3OvBF1QhC2VEGLEI8eA","","2025-10-07T04:46:21.005Z","[]","NOR AMIN MAHMUD","CfKdWWsPbcqw3KjtwI29","K1987","0"
"YC14BZYJsR5HNX8gH2qS","","2025-10-27T07:51:04.363Z","[]","MUSTAQIM","OBIPITnGgdtvp0zkVSIL","K1352","0"
"YHSE12jFVwxQRqi1ouIJ","","2025-11-04T07:21:23.378Z","[]","ELLA 2 KANTIN MTS BALEKAMBANG","j5OQBnhs4A8lXEY9aNI4","K0391","0"
"YIe7xevX0DpfIqWvyCfC","","2025-11-14T08:58:33.615Z","[]","WINARNO","9uWRqV8KbynkKmi3nulk","K2021","0"
"YRojML5lL4ctzgT1UHVe","","2025-10-07T02:50:30.958Z","[]","MBAK YUYUN","xp0ZRBc7iUKQ0VDFMW5Y","K0379","0"
"YSfs8ldOsGYsnQtRWO4q","","2025-10-30T06:14:53.673Z","[]","WARUNG MADURA AL-AMIN 2","LrDGivjSfm58oJ7eILXz","K1649","0"
"YVpQaTZRiBWBoZB6ZJr8","","2025-10-13T05:16:44.513Z","[]","TOKO PAK MUL","R1Nb2wQKva33PYzOOokI","K1323","0"
"Yi3I7OBy6EeYyPO4Mi1S","","2025-10-10T05:59:11.263Z","[]","SUMUK CELL","97dQ3fc5oJLPHPNSZvPe","K0504","0"
"Yk17G0s4BGH12c9o16Zw","","2025-10-09T07:01:29.769Z","[]","APOTEK PUTRA PRIMA","n16DsU1bfxJ6le0HcELZ","K1993","0"
"YoSgaCLL3tfMqnk18oe8","","2025-10-01T07:01:22.605Z","[]","KUSRIYAH","ICWLSSwzVvanVCAZdUih","K0742","0"
"YySfFgpFff4ojDu1AUfF","","2025-10-06T04:04:05.861Z","[]","ZUMAEROH","S3sXgtgCOOvXYK2lhUtV","K1599","0"
"Z9qdDVXZCJQmGg1QKdxK","","2025-09-30T15:50:47.045Z","[]","FC RIFKI MUSLIM","bg5QtWE4C8JBbd7ZjClA","K1876","0"
"ZOZBpCnJ8S6iDb4kTVtI","","2025-11-13T09:06:21.734Z","[]","BERKAH SHOLAWAT","YfBQlzNngeGfMuvgAEuJ","K1476","0"
"ZQD6iSAwZp76JBR1V0cA","","2025-10-01T09:46:18.825Z","[]","TOKO ALI","pfBZeBBflEj9cMD0uZa2","K1154","0"
"ZVeNjDaPhICCaSJHlnWq","","2025-10-28T07:30:00.426Z","[]","TOSERBA JIWA MART","gHbbLlkgBIfTYKv7O0G6","K2008","0"
"ZaMD8jYtqsWvUPpo3FGP","","2025-11-07T08:35:35.203Z","[]","MJ CELL","2zobAduRXbA1IyykFf5n","K0441","0"
"Zx9mi4iXB2O9rKDxPKzP","","2025-11-11T03:34:49.673Z","[]","AL-FALAH","6XnHlhaup6RQesAHfOFv","K0375","0"
"a0R1YeS29ScNF5hq9U2f","","2025-10-29T08:23:30.000Z","[]","MASRUKIN","xXcBnRjwrKPQNBumnzm6","K1334","0"
"a12qLwUFswihMnpMkvF3","","2025-10-09T10:33:36.075Z","[]","TOKO LISA","d2fNqoVzXHxTmpY3E8v6","K1899","0"
"a1ruZSYPUX4AKm1ZPc4L","","2025-10-07T06:49:32.438Z","[]","MASRUKIN","xXcBnRjwrKPQNBumnzm6","K1334","0"
"aLQA9SsrhTXsyGmn5Xbz","","2025-10-01T09:44:01.581Z","[]","KHUDIN","I2ckekmi55nhDdQ2RGZn","K0661","0"
"aTIaTdSVKuTXlnGoZbLa","","2025-10-30T08:39:19.722Z","[]","ENDANG RISTIYOWATI","f2Z73egCvMj4PXs56DKE","K0532","0"
"aTfQ4nCg8uZC3jkBlfLW","","2025-10-15T04:32:14.672Z","[]","TOKO SHERLY","VktFHlWljj8CqZVnsjtM","K1500","0"
"afehOeIZ5j6V3gOC7cQE","","2025-10-09T07:24:39.511Z","[]","Toko Koss Mart","lNRFpK00n4trF3j94v5p","K2014","0"
