tokoId,tokoNama,kodeToko,catatan,createdAt,total,items,id
"c90bb0bc-7d18-4531-bf39-eee5fb08812e","SD IT AL ANWAR","K1658","","2025-10-04T14:22:40.331Z","468500","[{""productId"":""02942549-9659-4352-804b-5a5665a1302a"",""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""isiPerBox"":50,""qtyBox"":1,""total"":80000},{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":1,""total"":118500},{""productId"":""f9135088-2cf1-45ae-94b7-2dd4d6c54632"",""nama"":""SEMANGKA"",""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1,""total"":77500},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000},{""productId"":""49e0231e-af99-4110-9592-072d18ec59a0"",""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""isiPerBox"":40,""qtyBox"":1,""total"":96500}]","4d0d4e25-7681-4783-8342-f3b20438aa34"
"46b5f2b0-e099-4d90-a699-93e51cd88145","TOKO HALIMAH","K1607","Order dari kunjungan: ","2025-10-07T02:36:34.208Z","509300","[{""productId"":""23736cae-26f2-4bb6-bfa5-1e9819418946"",""nama"":""FRUITY ROLL"",""hargaPerBox"":124800,""isiPerBox"":40,""qtyBox"":1,""total"":124800},{""productId"":""97c8c35f-40d8-49fe-8e66-d051ebafe3fb"",""nama"":""MIKI-MIKI DOUBLE CHOCO"",""hargaPerBox"":93500,""isiPerBox"":60,""qtyBox"":1,""total"":93500},{""productId"":""cd48792b-8ef3-4cba-be2d-3283481e7c59"",""nama"":""STRAWBERRY CONE"",""hargaPerBox"":97500,""isiPerBox"":24,""qtyBox"":1,""total"":97500},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""49e0231e-af99-4110-9592-072d18ec59a0"",""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""isiPerBox"":40,""qtyBox"":1,""total"":96500}]","d03aa322-066c-4f66-9182-2a22aa12fa5b"
"01211cd5-a06d-4d0a-bb4d-bf5a2ce00879","APOTEK PANCUR","K0352","Order dari kunjungan: ","2025-11-04T07:54:54.193Z","484200","[{""productId"":""091c691a-b5a5-41d4-9a77-d70b2fb32811"",""nama"":""CHOCOMELT CONE"",""hargaPerBox"":97500,""isiPerBox"":24,""qtyBox"":1,""total"":97500},{""productId"":""f9135088-2cf1-45ae-94b7-2dd4d6c54632"",""nama"":""SEMANGKA"",""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1,""total"":77500},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":2,""total"":194000},{""productId"":""39defa48-f6f5-4088-8127-a832bf021ac8"",""nama"":""VANILLA BERRY CONE"",""hargaPerBox"":115200,""isiPerBox"":48,""qtyBox"":1,""total"":115200}]","1f8bacb1-d64a-4be9-8562-33a8f1d48aec"
"db68a5d9-ae22-4a70-ab8b-255b514f95ec","MUNTATIAH","K1366","Order dari kunjungan: ","2025-10-08T03:24:24.300Z","610000","[{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":1,""total"":118500},{""productId"":""813ea956-40e3-4408-bee3-acdb66980318"",""nama"":""FRUIZY BLUEBERRY YOGURT"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000},{""productId"":""ce412f53-cbe1-4f99-a97f-994f9d4639fb"",""nama"":""MOCHI VANILLA"",""hargaPerBox"":92500,""isiPerBox"":40,""qtyBox"":1,""total"":92500},{""productId"":""b54e5a8a-a7b0-4f58-854e-151b9ac7b147"",""nama"":""STRAWBERRY CRISPY"",""hargaPerBox"":110000,""isiPerBox"":40,""qtyBox"":1,""total"":110000},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000}]","25e8b920-7fcd-4c0d-9ebb-7a20d34b3dfe"
"b94cfa77-8407-4578-af10-6b2772ecf219","TOKO MBAK RINI","K1725","","2025-10-01T07:45:32.943Z","468500","[{""qtyBox"":1,""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""total"":80000,""productId"":""02942549-9659-4352-804b-5a5665a1302a"",""isiPerBox"":50},{""qtyBox"":1,""hargaPerBox"":117000,""nama"":""CHOCOLATE CRISPY"",""productId"":""97bfb86b-50f3-4725-8ebc-a930107e1f3f"",""total"":117000,""isiPerBox"":30},{""hargaPerBox"":97000,""isiPerBox"":40,""nama"":""FRUITY ROLL"",""qtyBox"":1,""productId"":""23736cae-26f2-4bb6-bfa5-1e9819418946"",""total"":97000},{""nama"":""SEMANGKA"",""hargaPerBox"":77500,""total"":77500,""qtyBox"":1,""productId"":""f9135088-2cf1-45ae-94b7-2dd4d6c54632"",""isiPerBox"":50},{""total"":97000,""qtyBox"":1,""hargaPerBox"":97000,""isiPerBox"":24,""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE""}]","c82c79d3-e4f6-4bf9-9348-f0d1ac903b50"
"05a42fbe-9be5-4835-9d1e-865ddad37323","KHUDIN","K0661","Order dari kunjungan: ","2025-11-05T09:28:32.145Z","482000","[{""productId"":""02942549-9659-4352-804b-5a5665a1302a"",""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""isiPerBox"":50,""qtyBox"":1,""total"":80000},{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":1,""total"":118500},{""productId"":""267ea0f8-db2a-4831-8eeb-35cbaae04604"",""nama"":""MANGO SLUSH"",""hargaPerBox"":90500,""isiPerBox"":30,""qtyBox"":1,""total"":90500},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000}]","f465a4d0-c576-45a3-b232-494f9c7957bd"
"1a59b3df-9602-48d3-9e38-45a07274d3b5","WINARNO","K2021","Order dari kunjungan: ","2025-11-11T11:00:41.328Z","402500","[{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":30,""qtyBox"":1,""total"":118500},{""productId"":""adf3703f-33c4-4b26-b6eb-7e5731dbdb67"",""nama"":""MIKI-MIKI"",""hargaPerBox"":93500,""isiPerBox"":60,""qtyBox"":1,""total"":93500},{""productId"":""c64f588e-f38a-463e-be49-d005ce119adc"",""nama"":""MOCHI MANGO"",""hargaPerBox"":94500,""isiPerBox"":40,""qtyBox"":1,""total"":94500},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000}]","ea76ee31-bf71-45f2-86ad-52e99bf3f900"
"184324cb-592a-4970-a67b-f96b7dc02a65","SAMILATUN KHASANAH","K1945","Order dari kunjungan: ","2025-10-20T09:18:48.082Z","446500","[{""productId"":""02942549-9659-4352-804b-5a5665a1302a"",""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""isiPerBox"":50,""qtyBox"":1,""total"":80000},{""productId"":""813ea956-40e3-4408-bee3-acdb66980318"",""nama"":""FRUIZY BLUEBERRY YOGURT"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000},{""productId"":""9aeec589-46a9-469d-80da-7d4b3b1a741b"",""nama"":""NANAS"",""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1,""total"":77500},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000}]","ed847c10-317f-4f30-972e-3bc4fe35a147"
"05577f8c-d28b-489a-97c9-ed86f7ff8658","SD IT AL HUSNA 2","K1759","","2025-11-09T04:04:24.000Z","678800","[{""productId"":""421a7ad7-a36a-4882-b7fc-18004318e776"",""nama"":""CRISPY BALLS ORIGINAL"",""hargaPerBox"":118500,""isiPerBox"":30,""qtyBox"":1,""total"":118500},{""productId"":""23736cae-26f2-4bb6-bfa5-1e9819418946"",""nama"":""FRUITY ROLL"",""hargaPerBox"":124800,""isiPerBox"":40,""qtyBox"":1,""total"":124800},{""productId"":""0e3a07fb-d3a0-48fc-8209-d3d3649b292f"",""nama"":""JERUK"",""hargaPerBox"":78000,""isiPerBox"":50,""qtyBox"":1,""total"":78000},{""productId"":""267ea0f8-db2a-4831-8eeb-35cbaae04604"",""nama"":""MANGO SLUSH"",""hargaPerBox"":90500,""isiPerBox"":30,""qtyBox"":1,""total"":90500},{""productId"":""adf3703f-33c4-4b26-b6eb-7e5731dbdb67"",""nama"":""MIKI-MIKI"",""hargaPerBox"":93500,""isiPerBox"":60,""qtyBox"":1,""total"":93500},{""productId"":""9aeec589-46a9-469d-80da-7d4b3b1a741b"",""nama"":""NANAS"",""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1,""total"":77500},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000}]","deb18050-fa5e-46f0-841b-4c14b9d71ca8"
"a93d19f4-87ce-4bab-bf80-90060d03f4fb","TOKO BINTANI MART","K1409","Order dari kunjungan: ","2025-11-13T04:40:13.039Z","465500","[{""productId"":""091c691a-b5a5-41d4-9a77-d70b2fb32811"",""nama"":""CHOCOMELT CONE"",""hargaPerBox"":97500,""isiPerBox"":24,""qtyBox"":1,""total"":97500},{""productId"":""f9135088-2cf1-45ae-94b7-2dd4d6c54632"",""nama"":""SEMANGKA"",""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1,""total"":77500},{""productId"":""cd48792b-8ef3-4cba-be2d-3283481e7c59"",""nama"":""STRAWBERRY CONE"",""hargaPerBox"":97500,""isiPerBox"":24,""qtyBox"":1,""total"":97500},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000}]","ac1a9b1a-81fb-4c7d-994b-234b562cd207"
"b94cfa77-8407-4578-af10-6b2772ecf219","TOKO MBAK RINI","K1725","Order dari kunjungan: ","2025-11-13T07:37:03.784Z","521500","[{""productId"":""97bfb86b-50f3-4725-8ebc-a930107e1f3f"",""nama"":""CHOCOLATE CRISPY"",""hargaPerBox"":117000,""isiPerBox"":30,""qtyBox"":1,""total"":117000},{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":30,""qtyBox"":1,""total"":118500},{""productId"":""ce412f53-cbe1-4f99-a97f-994f9d4639fb"",""nama"":""MOCHI VANILLA"",""hargaPerBox"":92500,""isiPerBox"":40,""qtyBox"":1,""total"":92500},{""productId"":""e24cbe96-3587-437f-9a4a-36041590c16a"",""nama"":""SUNDAE STRAWBERRY"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""49e0231e-af99-4110-9592-072d18ec59a0"",""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""isiPerBox"":40,""qtyBox"":1,""total"":96500}]","3b7bece5-31ac-408a-96d1-d7cca63e1513"
"ofWTyzpsse8zoCymsmtO","AL HUSNA 5 PANCUR","K1919","Order dari kunjungan: ","2025-10-06T06:24:01.326Z","424500","[{""productId"":""02942549-9659-4352-804b-5a5665a1302a"",""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""isiPerBox"":50,""qtyBox"":2,""total"":160000},{""productId"":""97c8c35f-40d8-49fe-8e66-d051ebafe3fb"",""nama"":""MIKI-MIKI DOUBLE CHOCO"",""hargaPerBox"":93500,""isiPerBox"":60,""qtyBox"":2,""total"":187000},{""productId"":""9aeec589-46a9-469d-80da-7d4b3b1a741b"",""nama"":""NANAS"",""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1,""total"":77500}]","3fc02079-5083-4a57-aab4-518ca4f719d2"
"489380bc-8dca-446c-b652-3e71ea347503","TOKO HAPSARI","K1936","Order dari kunjungan:","2025-11-14T09:51:35.000Z","464500","[{""productId"":""091c691a-b5a5-41d4-9a77-d70b2fb32811"",""nama"":""CHOCOMELT CONE"",""hargaPerBox"":97500,""isiPerBox"":24,""qtyBox"":1,""total"":97500},{""productId"":""f9135088-2cf1-45ae-94b7-2dd4d6c54632"",""nama"":""SEMANGKA"",""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1,""total"":77500},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000},{""productId"":""49e0231e-af99-4110-9592-072d18ec59a0"",""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""isiPerBox"":40,""qtyBox"":1,""total"":96500}]","a3dafb36-7b4e-4114-82ee-bae282af3907"
"fbf2ac52-7ceb-47fd-87bc-fc43e6f88520","WIWIK","K0424","Order dari kunjungan: ","2025-10-07T05:36:55.216Z","364000","[{""productId"":""02942549-9659-4352-804b-5a5665a1302a"",""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""isiPerBox"":50,""qtyBox"":1,""total"":80000},{""productId"":""978f2fba-a58a-4ead-b548-8fb64417b093"",""nama"":""CHOCOLATE STICK"",""hargaPerBox"":97000,""isiPerBox"":50,""qtyBox"":1,""total"":97000},{""productId"":""c64f588e-f38a-463e-be49-d005ce119adc"",""nama"":""MOCHI MANGO"",""hargaPerBox"":94500,""isiPerBox"":40,""qtyBox"":1,""total"":94500},{""productId"":""ce412f53-cbe1-4f99-a97f-994f9d4639fb"",""nama"":""MOCHI VANILLA"",""hargaPerBox"":92500,""isiPerBox"":40,""qtyBox"":1,""total"":92500}]","4e5e1d12-b83c-426b-9468-f696b662f0e9"
"a5236b10-7c2d-4190-8e17-ffc69bf239c6","SUMBER MULYA","K1535","Order dari kunjungan:","2025-11-16T06:35:22.000Z","590000","[{""productId"":""091c691a-b5a5-41d4-9a77-d70b2fb32811"",""nama"":""CHOCOMELT CONE"",""hargaPerBox"":97500,""isiPerBox"":24,""qtyBox"":1,""total"":97500},{""productId"":""19153282-2d60-4826-932a-c7c9a0a958b7"",""nama"":""COFFE CRISPY"",""hargaPerBox"":110000,""isiPerBox"":40,""qtyBox"":1,""total"":110000},{""productId"":""ce412f53-cbe1-4f99-a97f-994f9d4639fb"",""nama"":""MOCHI VANILLA"",""hargaPerBox"":92500,""isiPerBox"":40,""qtyBox"":1,""total"":92500},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""e24cbe96-3587-437f-9a4a-36041590c16a"",""nama"":""SUNDAE STRAWBERRY"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000}]","1f472caf-e211-4a65-82e4-7df4e00d5dce"
"f95a2adb-5a3d-4346-8f44-498ca87734bb","MI ASSALAM SINGOROJO","K1928","","2025-11-04T09:36:54.391Z","714300","[{""productId"":""02942549-9659-4352-804b-5a5665a1302a"",""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""isiPerBox"":50,""qtyBox"":2,""total"":160000},{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":2,""total"":237000},{""productId"":""23736cae-26f2-4bb6-bfa5-1e9819418946"",""nama"":""FRUITY ROLL"",""hargaPerBox"":124800,""isiPerBox"":40,""qtyBox"":1,""total"":124800},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000},{""productId"":""49e0231e-af99-4110-9592-072d18ec59a0"",""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""isiPerBox"":40,""qtyBox"":1,""total"":96500}]","85471027-6cc9-4522-ad50-16b89b6997bc"
"c8f0dfb8-569f-44bd-b436-2003dbf7caf0","TOKO SOCHIBATUL MUNAWAROH","K1528","Order dari kunjungan: ","2025-10-22T07:36:34.228Z","485000","[{""productId"":""02942549-9659-4352-804b-5a5665a1302a"",""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""isiPerBox"":50,""qtyBox"":1,""total"":80000},{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":1,""total"":118500},{""productId"":""1b10562d-5172-4528-a5fc-1f5c68630147"",""nama"":""MOCHI PEACH"",""hargaPerBox"":92500,""isiPerBox"":40,""qtyBox"":1,""total"":92500},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""e24cbe96-3587-437f-9a4a-36041590c16a"",""nama"":""SUNDAE STRAWBERRY"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000}]","bc58ea96-d8a2-421c-9462-c2a6d366bcc2"
"4788336f-5c4c-4646-8d12-7936fe3b2d84","ELLA 3 SMK PUTRI BALEKAMBANG","K0392","","2025-11-02T07:22:53.541Z","1580500","[{""productId"":""978f2fba-a58a-4ead-b548-8fb64417b093"",""nama"":""CHOCOLATE STICK (BINGO)"",""hargaPerBox"":97000,""isiPerBox"":50,""qtyBox"":1,""total"":97000},{""productId"":""19153282-2d60-4826-932a-c7c9a0a958b7"",""nama"":""COFFE CRISPY"",""hargaPerBox"":110000,""isiPerBox"":40,""qtyBox"":1,""total"":110000},{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":10,""total"":1185000},{""productId"":""ce412f53-cbe1-4f99-a97f-994f9d4639fb"",""nama"":""MOCHI VANILLA"",""hargaPerBox"":92500,""isiPerBox"":40,""qtyBox"":1,""total"":92500},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000}]","3edeb644-d977-4006-9b45-8f37dcf3291e"
"99b2e217-3eaf-45b5-ad6d-156c660cf300","M. FAIZUN","K1614","","2025-10-28T07:04:25.000Z","965200","[{""productId"":""02942549-9659-4352-804b-5a5665a1302a"",""nama"":""CHOCO MALT"",""hargaPerBox"":80000,""isiPerBox"":50,""qtyBox"":1,""total"":80000},{""productId"":""091c691a-b5a5-41d4-9a77-d70b2fb32811"",""nama"":""CHOCOMELT CONE"",""hargaPerBox"":97500,""isiPerBox"":24,""qtyBox"":1,""total"":97500},{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":1,""total"":118500},{""productId"":""c64f588e-f38a-463e-be49-d005ce119adc"",""nama"":""MOCHI MANGO"",""hargaPerBox"":94500,""isiPerBox"":40,""qtyBox"":1,""total"":94500},{""productId"":""ce412f53-cbe1-4f99-a97f-994f9d4639fb"",""nama"":""MOCHI VANILLA"",""hargaPerBox"":92500,""isiPerBox"":40,""qtyBox"":1,""total"":92500},{""productId"":""9aeec589-46a9-469d-80da-7d4b3b1a741b"",""nama"":""NANAS"",""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1,""total"":77500},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000},{""productId"":""49e0231e-af99-4110-9592-072d18ec59a0"",""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""isiPerBox"":40,""qtyBox"":1,""total"":96500},{""productId"":""39defa48-f6f5-4088-8127-a832bf021ac8"",""nama"":""VANILLA BERRY CONE"",""hargaPerBox"":115200,""isiPerBox"":48,""qtyBox"":1,""total"":115200}]","0e66db18-f36f-446e-a959-dd192cc434ca"
"6741fcee-d6a3-41c0-bd06-d23b4b20f021","BU ISTIANAH ( MTS URWATIL WATSQO )","K2066","","2025-10-20T01:43:58.233Z","297000","[{""productId"":""97c8c35f-40d8-49fe-8e66-d051ebafe3fb"",""nama"":""MIKI-MIKI DOUBLE CHOCO"",""hargaPerBox"":93500,""isiPerBox"":60,""qtyBox"":1,""total"":93500},{""productId"":""00f96836-782d-4c4f-8a19-f44d311252cd"",""nama"":""MOCHI CHOCOLATE"",""hargaPerBox"":93500,""isiPerBox"":40,""qtyBox"":1,""total"":93500},{""productId"":""b54e5a8a-a7b0-4f58-854e-151b9ac7b147"",""nama"":""STRAWBERRY CRISPY"",""hargaPerBox"":110000,""isiPerBox"":40,""qtyBox"":1,""total"":110000}]","34b78413-0e22-4113-ab87-69d96dd9ace7"
"2821519d-7cc4-41e1-a814-90f13118ad5f","RIYADLUL QUR'AN","K1286","Order dari kunjungan: ","2025-11-11T01:34:08.522Z","501000","[{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":2,""total"":237000},{""productId"":""267ea0f8-db2a-4831-8eeb-35cbaae04604"",""nama"":""MANGO SLUSH"",""hargaPerBox"":90500,""isiPerBox"":30,""qtyBox"":1,""total"":90500},{""productId"":""f9135088-2cf1-45ae-94b7-2dd4d6c54632"",""nama"":""SEMANGKA"",""hargaPerBox"":77500,""isiPerBox"":50,""qtyBox"":1,""total"":77500},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000}]","fbb97c4f-f897-4d17-bbef-29e358126c88"
"a93d19f4-87ce-4bab-bf80-90060d03f4fb","TOKO BINTANI MART","K1409","","2025-10-25T04:27:53.273Z","502500","[{""productId"":""091c691a-b5a5-41d4-9a77-d70b2fb32811"",""nama"":""CHOCOMELT CONE"",""hargaPerBox"":97500,""isiPerBox"":24,""qtyBox"":1,""total"":97500},{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":1,""total"":118500},{""productId"":""97c8c35f-40d8-49fe-8e66-d051ebafe3fb"",""nama"":""MIKI-MIKI DOUBLE CHOCO"",""hargaPerBox"":93500,""isiPerBox"":60,""qtyBox"":1,""total"":93500},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""1441bc6d-2850-4d09-92ef-032b2b3ad3c0"",""nama"":""SWEET CORN"",""hargaPerBox"":96000,""isiPerBox"":40,""qtyBox"":1,""total"":96000}]","d1b132e4-e757-44bb-a0c7-cbce2811fed9"
"075fb1be-a864-4c5d-a4c3-79a3d0d9dc17","SUMUK CELL","K0504","","2025-10-17T06:52:25.000Z","904800","[{""productId"":""ff94f02b-8423-412b-84a7-90a4cdf95acd"",""nama"":""2 COLOR"",""hargaPerBox"":92000,""isiPerBox"":40,""qtyBox"":1,""total"":92000},{""productId"":""978f2fba-a58a-4ead-b548-8fb64417b093"",""nama"":""CHOCOLATE STICK"",""hargaPerBox"":97000,""isiPerBox"":50,""qtyBox"":1,""total"":97000},{""productId"":""4b126c6b-3c14-49dd-9ff4-f3dec8bc3662"",""nama"":""CRISPY BALLS COOKIS"",""hargaPerBox"":118500,""isiPerBox"":40,""qtyBox"":1,""total"":118500},{""productId"":""23736cae-26f2-4bb6-bfa5-1e9819418946"",""nama"":""FRUITY ROLL"",""hargaPerBox"":124800,""isiPerBox"":40,""qtyBox"":1,""total"":124800},{""productId"":""267ea0f8-db2a-4831-8eeb-35cbaae04604"",""nama"":""MANGO SLUSH"",""hargaPerBox"":90500,""isiPerBox"":30,""qtyBox"":1,""total"":90500},{""productId"":""adf3703f-33c4-4b26-b6eb-7e5731dbdb67"",""nama"":""MIKI-MIKI"",""hargaPerBox"":93500,""isiPerBox"":60,""qtyBox"":1,""total"":93500},{""productId"":""8b377101-fe06-48f8-84f8-62c3ff2d94f4"",""nama"":""MILK MELON"",""hargaPerBox"":95000,""isiPerBox"":40,""qtyBox"":1,""total"":95000},{""productId"":""55cb8d5e-5852-4e6c-ae02-1a6a02f7ea29"",""nama"":""SUNDAE CHOCOLATE"",""hargaPerBox"":97000,""isiPerBox"":24,""qtyBox"":1,""total"":97000},{""productId"":""49e0231e-af99-4110-9592-072d18ec59a0"",""nama"":""TARO CRISPY"",""hargaPerBox"":96500,""isiPerBox"":40,""qtyBox"":1,""total"":96500}]","07735d25-2e96-4f0e-8641-ee15c3019827"
